akceptować	zaakceptować
eksponować	wyeksponować
podnosić	podnieść
unosić	unieść
podnosić	podnieść
podnosić	podnieść
podnosić	podnieść
podsypywać	podsypać
podbudowywać	podbudować
podnosić	podnieść
podnosić	podnieść
podnosić	podnieść
robić się	zrobić się
robić się	zrobić się
robić się	zrobić się
robić się	zrobić się
rolować się	zrolować się
zwijać się	zwinąć się
przyszykowywać	przyszykować
przygotowywać	przygotować
dyktować	podyktować
dyktować	podyktować
poprawiać	poprawić
poprawiać	poprawić
poszerzać	poszerzyć
poszerzać	poszerzyć
zbliżać	zbliżyć
przybliżyć	przybliżać
zaznajamiać	zaznajomić
skłaniać	skłonić
wpisywać się	wpisać się
wyczerpywać	wyczerpać
wyczerpywać	wyczerpać
wyczerpywać	wyczerpać
wzmacniać	wzmocnić
wzmacniać	wzmocnić
wzmacniać	wzmocnić
wyswobadzać	wyswobodzić
wyswabadzać	wyswobodzić
pogwizdywać	pogwizdać
wypisywać	wypisać
wypisywać	wypisać
wypisywać	wypisać
wypisywać	wypisać
wypisywać się	wypisać się
wypisywać się	wypisać się
słyszeć	usłyszeć
akcentować	zaakcentować
akcentować	zaakcentować
knuć	uknuć
przedstawiać	przedstawić
przedstawiać	przedstawić
zaczytywać	zaczytać
zaczytywać	zaczytać
nadużywać	nadużyć
spożytkowywać	spożytkować
zużytkowywać	zużytkować
używać	użyć
używać	użyć
prezentować	zaprezentować
zapisywać	zapisać
wpisywać	wpisać
chrząkać	chrząknąć
chrumkać	chrumknąć
zabierać	zabrać
zniewalać	zniewolić
manifestować	zamanifestować
podawać	podać
galopować	pogalopować
oczytywać się	oczytać się
wyczytywać	wyczytać
wyczytywać	wyczytać
wyczytywać	wyczytać
odczytywać	odczytać
odcyfrowywać	odcyfrować
odszyfrowywać	odszyfrować
odczytywać	odczytać
odczytywać	odczytać
rozśpiewywać się	rozśpiewać się
rozszczekiwać się	rozszczekać się
sczytywać	sczytać
sczytywać	sczytać
odczytywać	odczytać
doczytywać	doczytać
wczytywać się	wczytać się
odszyfrowywać	odszyfrować
rozszyfrowywać	rozszyfrować
rozszyfrowywać	rozszyfrować
kodować	zakodować
zakodowywać	zakodować
przesycać	przesycić
nasycać	nasycić
przepajać	przepoić
przeradzać się	przerodzić się
wzbierać	wezbrać
podnosić się	podnieść się
wzbierać	wezbrać
wzbierać	wezbrać
wzbierać	wezbrać
zaślepiać	zaślepić
zżerać	zeżreć
zżerać	zeżreć
napominać	napomnieć
przekonywać się	przekonać się
uspokajać się	uspokoić się
ułagadzać się	ułagodzić się
udzielać rozgrzeszenia	udzielić rozgrzeszenia
dawać rozgrzeszenie	dać rozgrzeszenie
dobiegać	dobiec
nastawać	nastać
nadchodzić	nadejść
pochylać się	pochylić się
skłaniać się	skłonić się
wypierać	wyprzeć
zniżać się	zniżyć się
dobiegać	dobiec
zabijać się	zabić się
dobiegać	dobiec
wyparowywać	wyparować
wyparowywać	wyparować
dobiegać	dobiec
przepakowywać	przepakować
gnać	pognać
gonić	pogonić
lecieć	polecieć
pośpieszać	pośpieszyć
pospieszać	pospieszyć
poganiać	pogonić
przynaglać	przynaglić
popędzać	popędzić
przebierać	przebrać
przekwitać	przekwitnąć
przekwitać	przekwitnąć
więdnąć	zwiędnąć
więdnąć	zwiędnąć
starzeć się	zestarzeć się
starzeć się	zestarzeć się
starzeć się	zestarzeć się
dezaktualizować się	zdezaktualizować się
unieważniać się	unieważnić się
zielenieć	zzielenieć
zielenić się	zazielenić się
zabarwiać się	zabarwić się
zazieleniać	zazielenić
poić	napoić
napoić się	poić się
nawracać się	nawrócić się
nawracać się	nawrócić się
przepełniać	przepełnić
przepełniać się	przepełnić się
rozprzęgać	rozprząc
rozprzęgać	rozprząc
gromadzić się	zgromadzić się
zalesiać	zalesić
rekultywować	zrekultywować
rozkodowywać	rozkodować
odkodowywać	odkodować
przywalać	przywalić
przywalać	przywalić
przywalać	przywalić
szyfrować	zaszyfrować
zaszyfrowywać	zaszyfrować
rozszyfrowywać	rozszyfrować
odszyfrowywać	odszyfrować
przygrzewać	przygrzać
przygrzewać	przygrzać
grzać	przygrzać
wyzywać	wyzwać
nagrzewać	nagrzać
rozgrzewać	rozgrzać
zagrzewać	zagrzać
ocieplać	ocieplić
ocieplać	ocieplić
zaostrzać	zaostrzyć
zaostrzać	zaostrzyć
odgrzewać	odgrzać
odgrzewać	odgrzać
posądzać	posądzić
zbaczać	zboczyć
zjeżdżać	zjechać
obsmarowywać	obsmarować
obsmarowywać	obsmarować
przełazić	przeleźć
spuszczać się	spuścić się
rozłazić się	rozleźć się
rozpruwać się	rozpruć się
spuszczać się	spuścić się
wczołgiwać się	wczołgać się
wyczołgiwać się	wyczołgać się
wypełzać	wypełznąć
oszwabiać	oszwabić
zdobywać podstępem	zdobyć podstępem
wyłudzać	wyłudzić
rypać	rypnąć
wycyganiać	wycyganić
łupać	łupnąć
licytować	zlicytować
przelicytowywać	przelicytować
zaimponować	imponować
przeciekać	przeciec
przeciekać	przecieknąć
przeciekać	przeciec
przeciekać	przecieknąć
grabić	zgrabić
grabić	zagrabić
wyciekać	wycieknąć
wyciekać	wyciec
wyciekać	wycieknąć
wyciekać	wyciec
wyciekać	wycieknąć
wyciekać	wyciec
ograbiać	ograbić
zagrabiać	zagrabić
rozgrabiać	rozgrabić
odnajdywać	odnaleźć
odnajdować	odnaleźć
odnajdować	odnaleźć
odnajdować	odnaleźć
odnajdywać	odnaleźć
odnajdywać	odnaleźć
odnajdywać	odnaleźć
odnajdować się	odnaleźć się
odnajdować się	odnaleźć się
odnajdywać się	odnaleźć się
odnajdywać się	odnaleźć się
trafiać	trafić
trafiać	trafić
trafiać	trafić
ryglować	zaryglować
zaryglowywać	zaryglować
zaryglowywać	zaryglować
włazić	wleźć
włazić	wleźć
wdeptywać	wdepnąć
włazić	wleźć
włazić	wleźć
włazić	wleźć
włazić	wleźć
włazić	wleźć
włazić	wleźć
dojrzewać	dojrzeć
ochładzać	ochłodzić
ochładzać	ochłodzić
schładzać	schłodzić
ochładzać	ochłodzić
studzić	ostudzić
przemakać	przemoknąć
zwracać się z prośbą	zwrócić się z prośbą
przerysowywać	przerysować
prosić	zaprosić
prosić	poprosić
przerysowywać	przerysować
spiekać	spiec
prosić	poprosić
ośmieszać	ośmieszyć
drwić	zadrwić
reperować	nareperować
reperować	zreperować
łysieć	wyłysieć
łupić	łupić
kamienować	ukamienować
odbierać	odebrać
odbierać	odebrać
odbierać	odebrać
odbierać	odebrać
brzmieć	zabrzmieć
rozbrzmiewać	rozbrzmieć
spiekać	spiec
spiekać	spiec
sklejać się	skleić się
umierać	umrzeć
zaliczać	zaliczyć
prześlizgiwać się	prześliznąć się
prześlizgiwać się	prześlizgnąć się
przekradać się	przekraść się
prześlizgiwać się	prześliznąć się
prześlizgiwać się	prześlizgnąć się
ściągać	ściągnąć
ściągać	ściągnąć
ściągać	ściągnąć
ściągać	ściągnąć
ściągać	ściągnąć
ściągać	ściągnąć
ściągać	ściągnąć
ściągać	ściągnąć
uciszać	uciszyć
uciszać	uciszyć
tryskać	trysnąć
strzykać	strzyknąć
wytryskać	wytrysnąć
wytryskiwać	wytrysnąć
tryskać	trysnąć
strzykać	strzyknąć
wytryskać	wytrysnąć
wytryskiwać	wytrysnąć
otrzeźwiać się	otrzeźwić się
badać się	zbadać się
doposażać	doposażyć
odpasać się	odpaść się
przeszczepiać	przeszczepić
przeszczepiać	przeszczepić
przepieprzać	przepieprzyć
przepiłowywać	przepiłować
piorunować	spiorunować
tajać	roztajać
tajać	stajać
tajać	odtajać
tajać	roztajać
tajać	odtajać
rozmarzać	rozmarznąć
tajać	roztajać
absolutyzować	zabsolutyzować
odechciewać się	odechcieć się
pomawiać	pomówić
utylizować	zutylizować
dopingować	zdopingować
polewać się	polać się
ochlapywać	ochlapać
prześlizgiwać się	prześliznąć się
prześlizgiwać się	prześlizgnąć się
uskakiwać	uskoczyć
wślizgiwać	wśliznąć
wślizgiwać się	wśliznąć się
wślizgiwać się	wślizgnąć się
burzyć się	zburzyć się
wsuwać się	wsunąć się
wślizgiwać się	wśliznąć się
wślizgiwać się	wślizgnąć się
wyplątywać	wyplątać
wyplątywać się	wyplątać się
wyplątywać się	wyplątać się
napływać	napłynąć
przelewać się	przelać się
przesączać się	przesączyć się
rozlewać się	rozlać się
spływać	spłynąć
spływać	spłynąć
spływać	spłynąć
wlewać się	wlać się
wlewać się	wlać się
zniżać się	zniżyć się
zniżać się	zniżyć się
zlatywać	zlecieć
zlatywać	zlecieć
zlatywać	zlecieć
wzlatywać	wzlecieć
wypryskiwać	wyprysnąć
wypryskiwać	wypryskać
wyciągać	wyciągnąć
wyciągać	wyciągnąć
wyciągać	wyciągnąć
wyciągać	wyciągnąć
wyciągać	wyciągnąć
wyciągać	wyciągnąć
wyciągać	wyciągnąć
wyswobodzić	wyswabadzać
wyswobadzać	wyswobodzić
wyzwalać	wyzwolić
obrysowywać	obrysować
wyswobadzać się	wyswobodzić się
wyswabadzać się	wyswobodzić się
wyzwalać się	wyzwolić się
wyzwalać	wyzwolić
wyswabadzać się	wyswobodzić się
wyswobadzać się	wyswobodzić się
uwalniać się	uwolnić się
oswobadzać się	oswobodzić się
wyzwalać się	wyzwolić się
uwalniać	uwolnić
wyfruwać	wyfrunąć
wyfruwać	wyfrunąć
wyfruwać	wyfrunąć
sfruwać	sfrunąć
przybiegać	przybiec
przylatywać	przylecieć
przelatywać	przelecieć
przelatywać	przelecieć
przelatywać	przelecieć
przelatywać	przelecieć
przefruwać	przefrunąć
zrywać się	zerwać się
podrywać się	poderwać się
podlatywać	podlecieć
odlatywać	odlecieć
odfruwać	odfrunąć
odfruwać	odfrunąć
oblatywać	oblecieć
oblatywać	oblecieć
oblatywać	oblecieć
oblatywać	oblecieć
nadlatywać	nadlecieć
nadlatywać	nadlecieć
osnuwać	osnuć
osnuwać	osnuć
zasadzać	zasadzić
oswabadzać	oswobodzić
przykrawać	przykroić
udziwniać	udziwnić
oswabadzać	oswobodzić
migać	mignąć
migać	mignąć
odsłaniać się	odsłonić się
zakrywać	zakryć
odsłaniać się	odsłonić się
odsłaniać	odsłonić
odsłaniać się	odsłonić się
łamać się	połamać się
przełamywać	przełamać
przełamywać się	przełamać się
przełamywać	przełamać
rozpieszczać się	rozpieścić się
rozciągać się	rozciągnąć się
zażółcać	zażółcić
zwidywać się	zwidzieć się
naciągać	naciągnąć
naciągać	naciągnąć
naciągać	naciągnąć
naciągać	naciągnąć
podciągać	podciągnąć
podciągać	podciągnąć
podciągać	podciągnąć
podciągać	podciągnąć
rozcinać	rozciąć
zakrywać	zakryć
zeszywać	zeszyć
zaszywać	zaszyć
zaszywać	zaszyć
zaszywać	zaszyć
zsuwać	zsunąć
nachodzić	najść
nachodzić	najść
nasuwać	nasunąć
nasuwać się	nasunąć się
nasuwać się	nasunąć się
rozwiewać	rozwiać
rozwiewać	rozwiać
rozwiewać	rozwiać
rozsypywać się	rozsypać się
rozsypać się	rozsypywać się
rozwiewać się	rozwiać się
rozluźniać się	rozluźnić się
rozwiewać	rozwiać
rozwiewać się	rozwiać się
rozwiewać się	rozwiać się
kurczyć się	skurczyć się
ubywać	ubyć
topnieć	stopnieć
kurczyć się	skurczyć się
szczupleć	zeszczupleć
rozluźniać się	rozluźnić się
rozkurczać się	rozkurczyć się
ściągnąć się	ściągać się
wydostawać	wydostać
wydostawać	wydostać
wklęsać	wklęsnąć
zaklęsać	zaklęsnąć
sprężać	sprężyć
sprężać	sprężyć
sprężać	sprężyć
wydobywać	wydobyć
wydobywać	wydobyć
wydobywać	wydobyć
wydobywać	wydobyć
wydobywać	wydobyć
wysuwać	wysunąć
wysuwać	wysunąć
wysuwać	wysunąć
wyciskać	wycisnąć
wyciskać	wycisnąć
wyciskać	wycisnąć
wyciskać	wycisnąć
wyciskać	wycisnąć
wyduszać	wydusić
wyduszać	wydusić
wyduszać	wydusić
wyżymać	wyżąć
wyżynać	wyżąć
skupiać	skupić
dostawiać	dostawić
dostawiać	dostawić
dostawiać	dostawić
kondensować	skondensować
kondensować	skondensować
przystawiać	przystawić
przysysać się	przyssać się
przytrzaskiwać	przytrzasnąć
przytrzaskiwać	przytrzasnąć
zbijać	zbić
wyginać się	wygiąć się
zbijać	zbić
spełzać	spełznąć
ulatywać	ulecieć
ulatywać	ulecieć
ulatniać się	ulotnić się
ulatniać się	ulotnić się
ulatniać się	ulotnić się
odzwyczajać się	odzwyczaić się
zawarowywać	zawarować
wypłakiwać się	wypłakać się
wypłakiwać	wypłakać
obiegać	obiec
obiegać	obiec
obiegać	obiec
roić się	uroić się
werbować	zwerbować
werbować	zwerbować
filtrować	przefiltrować
przefiltrować	przefiltrować
filtrować	przefiltrować
odparowywać	odparować
odparowywać	odparować
odparowywać	odparować
bić	wbić
honorować	uhonorować
honorować	uhonorować
rozbijać	rozbić
rozbijać	rozbić
rozbijać	rozbić
rozbijać	rozbić
rozbijać	rozbić
rozbijać	rozbić
rozbijać	rozbić
amortyzować	zamortyzować
rozszerzać się	rozszerzyć się
rozszerzać się	rozszerzyć się
stykać się	zetknąć się
szpecić	zeszpecić
tonąć	utonąć
topić się	utopić się
wirować	zawirować
tonąć	utonąć
tonąć	utonąć
tonąć	utonąć
walić się	zawalić się
wystrzeliwać	wystrzelić
wystrzeliwać	wystrzelić
celować	wycelować
dobywać	dobyć
dobywać	dobyć
dobywać	dobyć
kopać	wykopać
kopać	skopać
odstawiać	odstawić
odstawiać	odstawić
odstawiać	odstawić
zaprowadzać	zaprowadzić
zawozić	zawieźć
odstawiać	odstawić
odstawiać	odstawić
odstawiać	odstawić
odwracać	odwrócić
odwracać	odwrócić
zwierać się	zewrzeć się
przekręcać	przekręcić
przekręcać	przekręcić
spuszczać	spuścić
spuszczać	spuścić
odreagowywać	odreagować
poskramiać	poskromić
okiełzywać	okiełzać
okiełznywać	okiełznać
ubijać	ubić
utłukiwać	utłuc
utłukiwać	utłuc
pobijać	pobić
dowalać	dowalić
wybijać	wybić
wybijać	wybić
wybijać	wybić
wybębniać	wybębnić
wybębniać	wybębnić
wytrącać	wytrącić
wytrącać	wytrącić
wytrącać	wytrącić
strzykać	strzyknąć
zwalczać	zwalczyć
okiełzywać	okiełzać
okiełznywać	okiełznać
ujarzmiać	ujarzmić
ujarzmiać	ujarzmić
powściągać	powściągnąć
powściągać	powściągnąć
przemagać się	przemóc się
przełamywać	przełamać
przeradzać	przerodzić
uśmierzać	uśmierzyć
uśmierzać	uśmierzyć
zmazywać	zmazać
zmazywać	zmazać
forsować	sforsować
nadużywać	nadużyć
narażać	narazić
odwoływać się	odwołać się
spuszczać	spuścić
odwoływać się	odwołać się
celować	wycelować
domykać się	domknąć się
dostępować	dostąpić
dożywać	dożyć
drążyć	wydrążyć
przypłaszczać	przypłaszczyć
spłaszczać	spłaszczyć
uciekać się	uciec się
uciekać się	uciec się
wsławiać się	wsławić się
wykazywać się	wykazać się
wykazywać się	wykazać się
dokonywać	dokonać
dokładać się	dołożyć się
dozwalać	dozwolić
dozwalać	dozwolić
zagwarantowywać	zagwarantować
upatrywać	upatrzyć
modyfikować się	zmodyfikować się
polecać się	polecić się
polecać się	polecić się
wywodzić	wywieść
wyprowadzać	wyprowadzić
oddawać się	oddać się
wyprowadzać	wyprowadzić
przenikać się	przeniknąć się
stwarzać się	stworzyć się
wywodzić	wywieść
wyłączać się	wyłączyć się
obłaskawiać	obłaskawić
odchorowywać	odchorować
popielić	spopielić
spopielać	spopielić
skazywać się	skazać się
uiszczać się	uiścić się
neutralizować się	zneutralizować się
wykrwawiać	wykrwawić
wykrwawić się	wykrwawiać się
abstrahować	wyabstrahować
wykrwawić się	wykrwawiać się
wykrwawiać się	wykrwawić się
odzierać	odrzeć
odzierać	odrzeć
odzierać	odrzeć
odwadniać się	odwodnić się
rozjeżdżać	rozjeździć
uobecniać się	uobecnić się
wysączać się	wysączyć się
wysnuwać	wysnuć
wysnuwać	wysnuć
wysnuwać	wysnuć
zgęszczać	zgęścić
przejadać	przejeść
wpompowywać	wpompować
przepompowywać	przepompować
wygospodarowywać	wygospodarować
określać się	określić się
przyjmować się	przyjąć się
zrastać się	zrosnąć się
goić się	wygoić się
goić się	zagoić się
przyjmować się	przyjąć się
czyścić się	wyczyścić się
nacierać	natrzeć
podsadzać	podsadzić
podsadzać	podsadzić
podstawiać	podstawić
podstawiać	podstawić
podstawiać	podstawić
podstawiać	podstawić
wyszarpywać	wyszarpać
wyszarpywać	wyszarpać
otruwać	otruć
rozpieszczać	rozpieścić
płodzić	spłodzić
płodzić	spłodzić
wcielać się	wcielić się
wcielać się	wcielić się
rozmyślać się	rozmyślić się
pochmurnieć	spochmurnieć
uzmysławiać	uzmysłowić
bulwersować się	zbulwersować się
wzburzać się	wzburzyć się
zajeżdżać	zajeździć
zajeżdżać	zajeździć
zajeżdżać	zajechać
zajeżdżać	zajeździć
zamartwić się	zamartwić się
zapijać	zapić
zapijać się	zapić się
zapacać się	zapocić się
parować	zaparować
zaparowywać	zaparować
mydlić się	rozmydlić się
rozmydlać się	rozmydlić się
rozpuszczać się	rozpuścić się
zamydlać	zamydlić
zabijać się	zabić się
sprzymierzać	sprzymierzyć
napromieniowywać	napromieniować
napromieniać	napromienić
orzeźwiać	orzeźwić
odświeżać	odświeżyć
orzeźwiać	orzeźwić
odświeżać	odświeżyć
przefiltrowywać	przefiltrować
przefiltrowywać	przefiltrować
przefiltrowywać	przefiltrować
przewietrzać	przewietrzyć
wietrzyć	wywietrzyć
przewietrzać	przewietrzyć
odświeżać	odświeżyć
dopuszczać	dopuścić
zanieczyszczać	zanieczyścić
sterylizować	wysterylizować
zatruwać	zatruć
zasalać	zasolić
zasalać	zasolić
odkręcać się	odkręcić się
obluzowywać się	obluzować się
