desperacja	desperować
dotarcie	dotrzeć
rozjeżdżenie	rozjeździć
przepalenie	przepalić
zmaterializowanie	zmaterializować
rozładowanie	rozładować
rozbrojenie	rozbroić
poluzowanie	poluzować
rozluźnienie	rozluźnić
poluźnienie	poluźnić
obluzowanie	obluzować
oświetlenie	oświetlić
rozżarzenie	rozżarzyć
przesuszenie	przesuszyć
spopielenie	spopielić
podgłośnienie	podgłośnić
zakonserwowanie	zakonserwować
okadzenie	okadzić
natłuszczenie	natłuścić
zaimpregnowanie	zaimpregnować
zasolenie	zasolić
naoliwienie	naoliwić
nasączenie	nasączyć
wsączenie	wsączyć
zakwaszenie	zakwasić
zdublowanie	zdublować
nasycenie	nasycić
nawoskowanie	nawoskować
zabalsamowanie	zabalsamować
zmumifikowanie	zmumifikować
obmurowanie	obmurować
omurowanie	omurować
podkucie	podkuć
umocnienie	umocnić
wzmocnienie	wzmocnić
obwarowanie	obwarować
ufortyfikowanie	ufortyfikować
okopanie	okopać
zabetonowanie	zabetonować
wybetonowanie	wybetonować
obetonowanie	obetonować
utwardzenie	utwardzić
wyasfaltowanie	wyasfaltować
wylanie	wylać
ożebrowanie	ożebrować
oblepienie	oblepić
okucie	okuć
oblepienie	oblepić
obklejenie	obkleić
oklejenie	okleić
pokrycie	pokryć
wysłanie	wysłać
wymoszczenie	wymościć
umoszczenie	umościć
wyścielenie	wyścielić
wklejenie	wkleić
wlepienie	wlepić
przyklejenie	przykleić
przylepienie	przylepić
naklejenie	nakleić
nalepienie	nalepić
oprawienie	oprawić
wysadzenie	wysadzić
obszycie	obszyć
utwierdzenie	utwierdzić
obsadzenie	obsadzić
osadzenie	osadzić
obicie	obić
zagnieżdżenie	zagnieździć
zadokowanie	zadokować
poszycie	poszyć
nabicie	nabić
wybicie	wybić
zaplucie	zapluć
ciapnięcie	ciapnąć
zaszczanie	zaszczać
poszczanie	poszczać
oszczanie	oszczać
odplunięcie	odplunąć
pobłocenie	pobłocić
przybrudzenie	przybrudzić
upaćkanie	upaćkać
zapaćkanie	zapaćkać
zbrukanie	zbrukać
pokalanie	pokalać
skalanie	skalać
zalanie	zalać
obielenie	obielić
ubielenie	ubielić
upierdolenie	upierdolić
wymazanie	wymazać
powalanie	powalać
przepocenie	przepocić
zapocenie	zapocić
usmarowanie	usmarować
wysmarowanie	wysmarować
obsmarowanie	obsmarować
uwalanie	uwalać
zwalanie	zwalać
poplamienie	poplamić
nalanie	nalać
zasranie	zasrać
obsranie	obsrać
zabłocenie	zabłocić
obłocenie	obłocić
nasikanie	nasikać
potłuszczenie	potłuścić
wytłuszczenie	wytłuścić
ujebanie	ujebać
zabrudzenie	zabrudzić
pobrudzenie	pobrudzić
ubrudzenie	ubrudzić
splamienie	splamić
oplucie	opluć
zatłuszczenie	zatłuścić
zakurzenie	zakurzyć
upstrzenie	upstrzyć
plunięcie	plunąć
splunięcie	splunąć
nadeptanie	nadeptać
zadeptanie	zadeptać
zaplamienie	zaplamić
wyplamienie	wyplamić
pokrwawienie	pokrwawić
zakrwawienie	zakrwawić
okrwawienie	okrwawić
skrwawienie	skrwawić
osranie	osrać
oślinienie	oślinić
zaślinienie	zaślinić
zasikanie	zasikać
posikanie	posikać
osikanie	osikać
zadeptanie	zadeptać
zaświnienie	zaświnić
utytłanie	utytłać
zapaskudzenie	zapaskudzić
wybrudzenie	wybrudzić
zatopienie	zatopić
przepojenie	przepoić
pryśnięcie	prysnąć
bryźnięcie	bryznąć
podtopienie	podtopić
spryskanie	spryskać
opryskanie	opryskać
poślinienie	poślinić
nawodnienie	nawodnić
spryskanie	spryskać
opryskanie	opryskać
oblecenie	oblecieć
utonięcie	utonąć
zatonięcie	zatonąć
zalanie	zalać
zlanie	zlać
zawilgocenie	zawilgocić
zwilżenie	zwilżyć
skąpanie	skąpać
obmycie	obmyć
omycie	omyć
nawilżenie	nawilżyć
zamoczenie	zamoczyć
podlanie	podlać
przemoczenie	przemoczyć
opadnięcie	opaść
zmoczenie	zmoczyć
natarcie	natrzeć
posmarowanie się	posmarować się
posmarowanie	posmarować
wysmarowanie	wysmarować
wtarcie	wetrzeć
nasmołowanie	nasmołować
wypomadowanie	wypomadować
napastowanie	napastować
wybrylantowanie	wybrylantować
nakremowanie	nakremować
namaszczenie	namaścić
namydlenie	namydlić
zamydlenie	zamydlić
nalanie	nalać
otynkowanie	otynkować
zamazanie	zamazać
pociągnięcie	pociągnąć
rozprowadzenie	rozprowadzić
zalanie	zalać
spienienie	spienić
sparzenie	sparzyć
powleczenie	powlec
zaciągnięcie	zaciągnąć
zlanie	zlać
pokrycie	pokryć
zagruntowanie	zagruntować
ochlapanie	ochlapać
opryskanie	opryskać
obryzganie	obryzgać
zabryzganie	zabryzgać
zapryskanie	zapryskać
zachlapanie	zachlapać
oblanie	oblać
polanie	polać
pozłocenie	pozłocić
wyzłocenie	wyzłocić
rozdeptanie	rozdeptać
rozmazanie	rozmazać
polakierowanie	polakierować
rozsmarowanie	rozsmarować
polukrowanie	polukrować
oblanie	oblać
polanie	polać
przelanie	przelać
ukwaszenie	ukwasić
zakwaszenie	zakwasić
zakiszenie	zakisić
umocnienie	umocnić
spreparowanie	spreparować
pobielenie	pobielić
zahartowanie	zahartować
obwałowanie	obwałować
zabejcowanie	zabejcować
uziemienie	uziemić
opatrzenie	opatrzyć
zaizolowanie	zaizolować
zabezpieczenie	zabezpieczyć
utwardzenie	utwardzić
obrębienie	obrębić
zakonserwowanie	zakonserwować
zapeklowanie	zapeklować
zaplombowanie	zaplombować
opieczętowanie	opieczętować
ocieplenie	ocieplić
obielenie	obielić
pobielenie	pobielić
ubielenie	ubielić
zabandażowanie	zabandażować
obandażowanie	obandażować
podkucie	podkuć
upstrzenie	upstrzyć
zasolenie	zasolić
nasolenie	nasolić
wymalowanie	wymalować
opancerzenie	opancerzyć
zamarynowanie	zamarynować
obmalowanie	obmalować
ocynkowanie	ocynkować
zabejcowanie	zabejcować
obwarowanie	obwarować
ochlapanie	ochlapać
pomalowanie	pomalować
zafoliowanie	zafoliować
zalaminowanie	zalaminować
ocynowanie	ocynować
obszycie	obszyć
obrzucenie	obrzucić
zablokowanie	zablokować
ustalenie	ustalić
zaholowanie	zaholować
zamiecenie	zamieść
zaciągnięcie	zaciągnąć
zawleczenie	zawlec
podgięcie	podgiąć
obsunięcie	obsunąć
przeholowanie	przeholować
uchylenie	uchylić
odchylenie	odchylić
załamanie	załamać
przepchnięcie	przepchnąć
przepchanie	przepchać
wysunięcie	wysunąć
przepchnięcie	przepchnąć
przepchanie	przepchać
przeciągnięcie	przeciągnąć
wysadzenie	wysadzić
omiecenie	omieść
popchnięcie	popchnąć
przeciśnięcie	przecisnąć
zagięcie	zagiąć
wyważenie	wyważyć
przesunięcie	przesunąć
wypchanie	wypchać
wypchnięcie	wypchnąć
zawoalowanie	zawoalować
zamurowanie	zamurować
zaniesienie	zanieść
zasunięcie	zasunąć
przysłonięcie	przysłonić
przesłonięcie	przesłonić
zaklejenie	zakleić
zalepienie	zalepić
zabudowanie	zabudować
zakrycie	zakryć
skrycie	skryć
zasłonięcie	zasłonić
osłonięcie	osłonić
zasnucie	zasnuć
zaciągnięcie	zaciągnąć
zajście	zajść
zoranie	zorać
zaoranie	zaorać
przekopanie	przekopać
skopanie	skopać
obejście	obejść
obiegnięcie	obiec
opłynięcie	opłynąć
objechanie	objechać
oblecenie	oblecieć
oboranie	oborać
spulchnienie	spulchnić
okrążenie	okrążyć
oblecenie	oblecieć
rozrysowanie	rozrysować
przesadzenie	przesadzić
rozsadzenie	rozsadzić
rozszczepienie	rozszczepić
przesunięcie	przesunąć
danie awansu	dać awans
przepisanie	przepisać
rozdzielenie	rozdzielić
rozłożenie	rozłożyć
rozszczepienie	rozszczepić
wykwaterowanie	wykwaterować
przesiedlenie	przesiedlić
wysiedlenie	wysiedlić
przeflancowanie	przeflancować
przeniesienie	przenieść
rozdziobanie	rozdziobać
utarcie	utrzeć
starcie	zetrzeć
przeżucie	przeżuć
pokruszenie	pokruszyć
podrobienie	podrobić
przekręcenie	przekręcić
pogryzienie	pogryźć
utłuczenie	utłuc
ukręcenie	ukręcić
przetarcie	przetrzeć
rozczłonkowanie	rozczłonkować
rozkawałkowanie	rozkawałkować
rozdrobnienie	rozdrobnić
rozdrobienie	rozdrobić
zmielenie	zemleć
zmielenie	zmielić
umielenie	umielić
rozwłóknienie	rozwłóknić
roztarcie	rozetrzeć
rozerwanie	rozerwać
potarganie	potargać
podarcie	podrzeć
porwanie	porwać
poszarpanie	poszarpać
naddarcie	nadedrzeć
naderwanie	naderwać
porozdzieranie	porozdzierać
porozrywanie	porozrywać
przedarcie	przedrzeć
wystrzępienie	wystrzępić
postrzępienie	postrzępić
rozharatanie	rozharatać
rozszarpanie	rozszarpać
rozdarcie	rozedrzeć
przerżnięcie	przerżnąć
otworzenie	otworzyć
nacięcie	naciąć
rozkręcenie	rozkręcić
zgilotynowanie	zgilotynować
wyporcjowanie	wyporcjować
wykręcanie	wykręcać
poćwiartowanie	poćwiartować
rozgryzienie	rozgryźć
przerąbanie	przerąbać
rozrąbanie	rozrąbać
rozcięcie	rozciąć
dorżnięcie	dorżnąć
przegryzienie	przegryźć
rozłożenie	rozłożyć
pokrojenie	pokroić
pokrajanie	pokrajać
skrojenie	skroić
pocięcie	pociąć
oderwanie	oderwać
porąbanie	porąbać
połupanie	połupać
zdemontowanie	zdemontować
rozebranie	rozebrać
rozmontowanie	rozmontować
podzielenie	podzielić
złamanie	złamać
przełamanie	przełamać
rozłamanie	rozłamać
przetarcie	przetrzeć
rozgałęzienie	rozgałęzić
przecięcie	przeciąć
posiekanie	posiekać
rozważenie	rozważyć
poszatkowanie	poszatkować
rozpłatanie	rozpłatać
chlaśnięcie	chlasnąć
przepiłowanie	przepiłować
rozpołowienie	rozpołowić
przepołowienie	przepołowić
rozbrojenie	rozbroić
zadumanie się	zadumać się
doprowadzenie	doprowadzić
zaprowadzenie	zaprowadzić
wprowadzenie	wprowadzić
pogrążenie	pogrążyć
zgubienie	zgubić
ugrzęźnięcie	ugrzęznąć
wtrącenie	wtrącić
przywiedzenie	przywieść
zabrnięcie	zabrnąć
wyjałowienie	wyjałowić
zubożenie	zubożyć
zaczytanie się	zaczytać się
pogrążenie się	pogrążyć się
zapadnięcie	zapaść
restytuowanie	restytuować
wpędzenie	wpędzić
rozmodlenie się	rozmodlić się
spauperyzowanie	spauperyzować
zamyślenie się	zamyślić się
zbratanie	zbratać
połączenie	połączyć
sprzymierzenie	sprzymierzyć
połączenie	połączyć
zbliżenie	zbliżyć
przybliżenie	przybliżyć
scentralizowanie	scentralizować
skupienie	skupić
splecenie	spleść
spowinowacenie	spowinowacić
skoligacenie	skoligacić
ożenienie	ożenić
pożenienie	pożenić
zjednoczenie	zjednoczyć
zintegrowanie	zintegrować
zunifikowanie	zunifikować
sfederowanie	sfederować
złączenie	złączyć
związanie	związać
powiązanie	powiązać
skojarzenie	skojarzyć
przerwanie	przerwać
odroczenie	odroczyć
sprolongowanie	sprolongować
odbezpieczenie	odbezpieczyć
wstrzymanie	wstrzymać
suspendowanie	suspendować
zablokowanie	zablokować
unieruchomienie	unieruchomić
odłączenie	odłączyć
odcięcie	odciąć
zawieszenie	zawiesić
zamrożenie	zamrozić
wyłączenie	wyłączyć
odłączenie	odłączyć
przygaszenie	przygasić
odnajęcie	odnająć
wynajęcie	wynająć
upublicznienie	upublicznić
wyczarterowanie	wyczarterować
udostępnienie	udostępnić
uprzystępnienie	uprzystępnić
spopularyzowanie	spopularyzować
otworzenie	otworzyć
uwspólnienie	uwspólnić
zmieszczenie	zmieścić
pomieszczenie	pomieścić
wydzierżawienie	wydzierżawić
umiędzynarodowienie	umiędzynarodowić
wypożyczenie	wypożyczyć
zawszenie	zawszyć
zawszawienie	zawszawić
omamienie się	omamić się
uwiecznienie się	uwiecznić się
sfotografowanie się	sfotografować się
zdjęcie się	zdjąć się
dopuszczenie	dopuścić
wystawienie	wystawić
dozwolenie	dozwolić
zagrzybienie	zagrzybić
pozwolenie	pozwolić
zanieczyszczenie	zanieczyścić
dopuszczenie	dopuścić
przypuszczenie	przypuścić
podpuszczenie	podpuścić
narażenie	narazić
zaryzykowanie	zaryzykować
zapluskwienie	zapluskwić
nadstawienie karku	nadstawić karku
nadstawienie głowy	nadstawić głowę
nadstawienie grzbietu	nadstawić grzbietu
przyjęcie	przyjąć
zetknięcie	zetknąć
połączenie	połączyć
skontaktowanie	skontaktować
odblokowanie	odblokować
rozepchnięcie się	rozepchnąć się
rozepchanie się	rozepchać się
zapoznanie	zapoznać
poznanie	poznać
zaznajomienie	zaznajomić
spiknięcie	spiknąć
utorowanie	utorować
skomunikowanie	skomunikować
umówienie	umówić
przełączenie	przełączyć
skomunikowanie się	skomunikować się
wypunktowanie	wypunktować
przedstawienie	przedstawić
zaprezentowanie	zaprezentować
pogodzenie	pogodzić
pojednanie	pojednać
urealnienie	urealnić
umożliwienie	umożliwić
umorzenie	umorzyć
zwindykowanie	zwindykować
wykonanie czynności prawnych	wykonać czynności prawne
odblokowanie	odblokować
ujęcie	ująć
zatrzymanie	zatrzymać
poparcie	poprzeć
opowiedzenie się	opowiedzieć się
chajtnięcie się	chajtnąć się
wydanie wyroku	wydać wyrok
uchwalenie	uchwalić
skonsolidowanie	skonsolidować
wyjście za mąż	wyjść za mąż
pójście za mąż	pójść za mąż
wydanie się za mąż	wydać się za mąż
skomunalizowanie	skomunalizować
poślubienie	poślubić
zaślubienie	zaślubić
pobranie się	pobrać się
wstąpienie w związek małżeński	wstąpić w związek małżeński
wzięcie ślubu	wziąć ślub
zejście się	zejść się
pożenienie się	pożenić się
rewalidowanie	rewalidować
odwołanie się	odwołać się
zawtórowanie	zawtórować
przewłaszczenie	przewłaszczyć
wyegzekwowanie	wyegzekwować
skazanie	skazać
zasądzenie	zasądzić
ułaskawienie	ułaskawić
rozwiedzenie	rozwieść
upoważnienie	upoważnić
uprawnienie	uprawnić
upełnomocnienie	upełnomocnić
autoryzowanie	autoryzować
skodyfikowanie	skodyfikować
dojście	dojść
zaapelowanie	zaapelować
wniesienie apelacji	wnieść apelację
złożenie apelacji	złożyć apelację
akredytowanie	akredytować
udzielenie akredytacji	udzielić akredytacji
zagłosowanie	zagłosować
zabezpieczenie	zabezpieczyć
zalegalizowanie	zalegalizować
ustanowienie	ustanowić
zrehabilitowanie	zrehabilitować
zaaresztowanie	zaaresztować
przyskrzynienie	przyskrzynić
przymknięcie	przymknąć
obudowanie	obudować
założenie	założyć
wymierzenie	wymierzyć
nałożenie	nałożyć
ożenienie się	ożenić się
wzięcie za żonę	wziąć za żonę
uniewinnienie	uniewinnić
zwolnienie	zwolnić
urządzenie	urządzić
opowiedzenie się	opowiedzieć się
spędzenie	spędzić
zagonienie	zagonić
zapędzenie	zapędzić
zegnanie	zegnać
zgonienie	zgonić
skupienie	skupić
skoncentrowanie	skoncentrować
ześrodkowanie	ześrodkować
zorganizowanie	zorganizować
pozbieranie	pozbierać
otoczenie się	otoczyć się
skondensowanie	skondensować
zawęźlenie	zawęźlić
sformowanie	sformować
obstawienie się	obstawić się
erygowanie	erygować
zmontowanie	zmontować
zgromadzenie	zgromadzić
zgrupowanie	zgrupować
zebranie	zebrać
zestrzelenie	zestrzelić
zmasowanie	zmasować
zwołanie	zwołać
skrzyknięcie	skrzyknąć
scementowanie	scementować
przypieczętowanie	przypieczętować
utrwalenie	utrwalić
upamiętnienie	upamiętnić
skonsolidowanie	skonsolidować
wpisanie się	wpisać się
uwiecznienie	uwiecznić
ustalenie	ustalić
umocnienie	umocnić
utwierdzenie	utwierdzić
ugruntowanie	ugruntować
zacieśnienie	zacieśnić
zorganizowanie się	zorganizować się
zdjęcie	zdjąć
zwolnienie	zwolnić
odciążenie	odciążyć
uatrakcyjnienie	uatrakcyjnić
skłócenie	skłócić
skonfliktowanie	skonfliktować
poróżnienie	poróżnić
pokłócenie	pokłócić
odideologizowanie	odideologizować
uwolnienie	uwolnić
zwolnienie	zwolnić
oddalenie	oddalić
zwarcie szeregów	zewrzeć szeregi
zwarcie szyków	zewrzeć szyki
odsunięcie	odsunąć
uraczenie	uraczyć
oczyszczenie	oczyścić
usportowienie	usportowić
dobranie się	dobrać się
zrośnięcie się	zrosnąć się
sprzymierzenie się	sprzymierzyć się
spiknięcie się	spiknąć się
odmłodzenie	odmłodzić
zantagonizowanie	zantagonizować
uprzemysłowienie	uprzemysłowić
zindustrializowanie	zindustrializować
wyludnienie	wyludnić
opustoszenie	opustoszyć
podzielenie	podzielić
rozdzielenie	rozdzielić
usamodzielnienie	usamodzielnić
uniezależnienie	uniezależnić
powaśnienie	powaśnić
zwaśnienie	zwaśnić
skwitowanie	skwitować
sprowokowanie	sprowokować
podpuszczenie	podpuścić
zradykalizowanie	zradykalizować
uradykalnienie	uradykalnić
GERUNDIUM - DZIAŁANIE DK oznaczające spowodowanie zmiany rzeczywistości społecznej lub spowodowanie danej sytuacji o charakterze społecznym	CZASOWNIK - DZIAŁANIE DK oznaczający spowodowanie zmiany sytuacji związanych (lub sytuacje związane) ze współżyciem w społeczeństwie
uświetnienie	uświetnić
zobiektywizowanie	zobiektywizować
złączenie się	złączyć się
zjednoczenie się	zjednoczyć się
stowarzyszenie się	stowarzyszyć się
zrzeszenie się	zrzeszyć się
umilenie	umilić
uprzyjemnienie	uprzyjemnić
wyrwanie	wyrwać
obostrzenie	obostrzyć
zaostrzenie	zaostrzyć
oprawienie	oprawić
podbarwienie	podbarwić
sprzysiężenie się	sprzysiąc się
sprzysięgnięcie się	sprzysięgnąć się
uwolnienie	uwolnić
oswobodzenie	oswobodzić
amputowanie	amputować
odrobaczenie	odrobaczyć
uodpornienie	uodpornić
zgrzanie	zgrzać
zaszczepienie	zaszczepić
wszczepienie	wszczepić
pokrzepienie	pokrzepić
skrzepienie	skrzepić
odczulenie	odczulić
wysterylizowanie	wysterylizować
ukołysanie	ukołysać
wszczepienie	wszczepić
uśpienie	uśpić
wzmocnienie	wzmocnić
uzdrowienie	uzdrowić
pokrojenie	pokroić
wyleczenie	wyleczyć
uleczenie	uleczyć
wykurowanie	wykurować
posilenie	posilić
pożywienie	pożywić
wytrzebienie	wytrzebić
wykastrowanie	wykastrować
zoperowanie	zoperować
ogłuszenie	ogłuszyć
zregenerowanie	zregenerować
zahartowanie	zahartować
natężenie	natężyć
wysilenie	wysilić
wytężenie	wytężyć
utulenie	utulić
GERUNDIUM - DZIAŁANIE DK oznaczające spowodowanie reakcji organizmu lub czynności fizjologicznej	CZASOWNIK - DZIAŁANIE DK oznaczający spowodowanie reakcji organizmu lub czynności fizjologicznej
trepanowanie	trepanować
otrzeźwienie	otrzeźwić
odkurzenie	odkurzyć
odgrzanie	odgrzać
wyciągnięcie	wyciągnąć
przypomnienie	przypomnieć
wydobycie z niepamięci	wydobyć z niepamięci
wydobycie z zapomnienia	wydobyć z zapomnienia
wywołanie z pamięci	wywołać z pamięci
przywołanie	przywołać
uświadomienie	uświadomić
oświecenie	oświecić
przywiedzenie	przywieść
skojarzenie się	skojarzyć się
wygrzebanie	wygrzebać
odgrzebanie	odgrzebać
dobycie	dobyć
uprzytomnienie	uprzytomnić
uzmysłowienie	uzmysłowić
pozłocenie	pozłocić
wyzłocenie	wyzłocić
ozłocenie	ozłocić
opalenie	opalić
zaróżowienie	zaróżowić
zaczernienie	zaczernić
zabarwienie	zabarwić
zabielenie	zabielić
przyciemnienie	przyciemnić
okraszenie	okrasić
zaczerwienienie	zaczerwienić
posrebrzenie	posrebrzyć
osrebrzenie	osrebrzyć
wysrebrzenie	wysrebrzyć
zażółcenie	zażółcić
spieczenie	spiec
zazielenienie	zazielenić
namagnesowanie	namagnesować
wybicie	wybić
nabłyszczenie	nabłyszczyć
przeplecenie	przepleść
uświęcenie	uświęcić
zaanimowanie	zaanimować
sformalizowanie	sformalizować
sfeminizowanie	sfeminizować
wypolerowanie	wypolerować
wyglancowanie	wyglancować
wyglansowanie	wyglansować
wyświecenie	wyświecić
przyobleczenie	przyoblec
zróżnicowanie	zróżnicować
urozmaicenie	urozmaicić
przepojenie	przepoić
przesycenie	przesycić
wybębnienie	wybębnić
wyfroterowanie	wyfroterować
wystukanie	wystukać
udziwnienie	udziwnić
wyprofilowanie	wyprofilować
sprofilowanie	sprofilować
ożywienie	ożywić
nadanie	nadać
postarzenie	postarzyć
rozstrojenie się	rozstroić się
odurzenie się	odurzyć się
ugięcie się	ugiąć się
nasiąknięcie	nasiąknąć
przesiąknięcie	przesiąknąć
stracenie głowy	stracić głowę
wpadnięcie	wpaść
odbicie	odbić
ulegnięcie	ulec
połakomienie się	połakomić się
połaszenie się	połasić się
połaszczenie się	połaszczyć się
upojenie się	upoić się
zapomnienie się	zapomnieć się
zwariowanie	zwariować
oszalenie	oszaleć
wpuszczenie	wpuścić
przepuszczenie	przepuścić
ulegnięcie	ulec
zniesienie	znieść
ścierpienie	ścierpieć
strawienie	strawić
przepuszczenie	przepuścić
