administracyjny	administracja
taszkencki	Taszkent
hardcorowy	hardcore
triatlonowy	triatlon
triathlonowy	triathlon
acykliczny	acykliczność
blogowy	blog
kataboliczny	katabolizm
czatowy	czat
garbnikowy	garbnik
społeczny	społeczeństwo
karłowicki	Karłowice
karłowicki	Karłowice
nadwoziowy	nadwozie
czarny	czarny
neurochemiczny	neurochemia
polarny	polarność
pantoflowy	pantofel
pektynowy	pektyna
randkowy	randka
terpenowy	terpen
żywicowy	żywica
neurohormonalny	neurohormon
winnicowy	winnica
łubinowy	łubin
tannenberski	Tannenberg
siemiątkowski	Siemiątkowo
tundrowy	tundra
tundrowy	tundra
zastoiskowy	zastoisko
batialny	batial
pojezierny	pojezierze
elementowy	element
homeomorficzny	homeomorfizm
idempotentny	idempotentność
ilorazowy	iloraz
jednospójny	jednospójność
monadyczny	monada
monadyczny	monada
monadalny	monada
monadowy	monada
Witkacowski	Witkacy
perukarski	perukarstwo
Iwaszkiewiczowski	Iwaszkiewicz
iwaszkiewiczowski	Iwaszkiewicz
podkomorski	podkomorzy
podkomorski	podkomorzy
szczotkarski	szczotkarstwo
torsyjny	torsje
wieszczbiarski	wieszczbiarstwo
nilpotentny	nilpotent
kantorski	kantor
korsarski	korsarz
obserwatorski	obserwator
obserwatorski	obserwator
parnaski	Parnas
dokerski	doker
regionalistyczny	regionalistyka
regionalistyczny	regionalistyka
zniżkowy	zniżka
ekonomski	ekonom
eskliwiński	Eskwilin
faraoński	faraon
germanizatorski	germanizator
górnojurajski	jura górna
grynderski	grynderstwo
źreniczny	źrenica
ubytkowy	ubytek
ubytkowy	ubytek
ubytkowy	ubytek
ubytkowy	ubytek
charakteropatyczny	charakteropatia
cytoarchitektoniczny	cytoarchitektonika
cytoarchitektoniczny	cytoarchitektonika
dezadaptacyjny	dezadaptacja
elektromiograficzny	elektromiografia
elektromiograficzny	elektromiografia
porucznikowski	porucznik
gazometryczny	gazometria
tyralierski	tyraliera
retmański	retman
dudziarski	dudziarz
artystowski	artystostwo
sobiepański	sobiepan
wilczyński	Wilczyn
wielkoserbski	Wielka Serbia
prekambryjski	prekambr
wdowieński	wdowa
pięknoduchowski	pięknoduch
lernejski	Lerna
powieściopisarski	powieściopisarz
kromanioński	Cro-Magnon
dramatopisarski	dramatopisarstwo
emalierski	emalierstwo
plioceński	pliocen
podkanclerski	podkanclerz
behawioralny	behawior
deminutywny	deminutyw
denotatywny	denotacja
dystrybutywny	dystrybucja
ekstensjonalny	ekstensja
popiwkowy	popiwek
sublimacyjny	sublimacja
sublimacyjny	sublimacja
lalkarski	lalkarstwo
morfometryczny	morfometria
stagnacyjny	stagnacja
nowołaciński	łacina nowożytna
opukowy	opukiwanie
osłuchowy	osłuchiwanie
otępienny	otępienie
otępienny	otępienie
paleoklimatyczny	paleoklimatologia
wzorniczy	wzornictwo
patomorfologiczny	patomorfologia
perymetryczny	perymetr
radiobiologiczny	radiobiologia
atopowy	atopia
nędzarski	nędzarz
białaczkowy	białaczka
białaczkowy	białaczka
enzootyczny	enzootia
gonadotropowy	gonadotropina
młoteczkowy	młoteczek
młoteczkowy	młoteczek
nieżytowy	nieżyt
obturacyjny	obturacja
semiotyczny	semiotyka
konspiratorski	konspirator
odczynowy	odczyn
nowiniarski	nowina
odczynowy	odczyn
odczynowy	odczyn
socjopsychologiczny	socjopsychologia
szarwarkowy	szarwark
słowotwórczy	słowotwórstwo
operatorski	operator
operatorski	operator
operatorski	operator
strunowy	struna
ropny	ropa
ropny	ropa naftowa
audiologiczny	audiologia
demoskopijny	demoskopia
demoskopowy	demoskopia
stroikowy	stroik
stroikowy	stroik
stroikowy	stroik
stroikowy	stroik
stroikowy	stroik
stroikowy	stroik
stroikowy	stroik
dekoracyjny	dekoracja
stroikowy	stroik
tyreotropowy	tyreotropina
ustnikowy	ustnik
ustnikowy	ustnik
ustnikowy	ustnik
ustnikowy	ustnik
administracyjnoprawny	prawo administracyjne
wiolinowy	wiolin
żółtkowy	żółtko
biogazowy	biogaz
dehumanizacyjny	dehumanizacja
odprężeniowy	odprężenie
karnoprawny	prawo karne
wschodniochrześcijański	chrześcijaństwo wschodnie
madziaryzacyjny	madziaryzacja
zwyżkowy	zwyżka
muzealniczy	muzealnictwo
neokolonialny	neokolonializm
postrzeżeniowy	postrzeganie
bizoni	bizon
okruchowy	okruch
archijerejski	archijerej
predykatywny	predykat
kanonierski	kanonier
afrodyzjakalny	afrodyzjak
wuppertalski	Wuppertal
diamentowy	diament
iławecki	Iławka
prusicki	Prusice
tułowicki	Tułowice
sobocki	Sobota
sobocki	Sobota
podbeskidzki	Podbeskidzie
czereśniowy	czereśnia
daglezjowy	daglezja
klientowski	klient
pomidorowy	pomidor
likwidatorski	likwidacja
sterczynowy	sterczyna
stryjowy	stryj
skautowski	skaut
gawroni	gawron
traserski	traser
prawnofinansowy	prawo finansowe
propinacyjny	propinacja
kani	kania
kuni	kuna
rekini	rekin
Andersenowski	Andersen
andersenowski	Andersen
tlenowodorowy	tlenowodór
foniatryczny	foniatria
foniatryczny	foniatria
epifityczny	epifit
gastroenterologiczny	gastroenterologia
gastrologiczny	gastrologia
nefrologiczny	nefrologia
klimaksowy	klimaks
brzoskwiniowy	brzoskwinia
neonatologiczny	neonatologia
oftalmiczny	oftalmika
oftalmologiczny	oftalmologia
torfowiskowy	torfowisko
otorynolaryngologiczny	otorynolaryngologia
pedologiczny	pedologia
brzoskwiniowy	brzoskwinia
pedologiczny	pedologia
murawowy	murawa
potyliczny	potylica
kawitacyjny	kawitacja
migdałowy	migdał
apijski	Apia
traumatologiczny	traumatologia
vipowski	VIP
orzechowy	orzech
orzechowy	orzech
pistacjowy	pistacja
kibolski	kibol
karawaniarski	karawaniarz
bawełniany	bawełna
wolteriański	wolterianizm
interpolacyjny	interpolacja
Wolteriański	Wolter
agrochemiczny	agrochemia
cateringowy	catering
kateringowy	katering
consultingowy	consulting
karczmarski	karczmarz
factoringowy	factoring
faktoringowy	faktoring
karczmarski	karczma
forfaitingowy	forfaiting
hostingowy	hosting
wulkanizacyjny	wulkanizacja
windykacyjny	windykacja
telemarketingowy	telemarketing
outsourcingowy	outsourcing
kolporterski	kolporterstwo
terminalowy	terminal
terminalowy	terminal
żelazny	żelazo
trzcinowy	trzcina
trzcinowy	trzcina
pigwowy	pigwa
pigwowy	pigwa
malinowy	malina
miniatorski	miniatura
wierszopisarski	wierszopisarstwo
wierszopisarski	wierszopisarz
rzeczoznawczy	rzeczoznawca
podwykonawczy	podwykonawca
mechanizacyjny	mechanizacja
przewoźniczy	przewoźnik
autokatalityczny	autokataliza
echokardiograficzny	echokardiografia
farmakokinetyczny	farmakokinetyka
histochemiczny	histochemia
pudlarski	pudlingowanie
kagańcowy	kaganiec
sztauerski	sztauer
korozyjny	korozja
metalograficzny	metalografia
mirażowy	miraż
mirażowy	miraż
tabloidalny	tabloid
tabloidowy	tabloid
tabloidalny	tabloid
tabloidowy	tabloid
dżinsowy	dżins
różany	róża
różany	róża
karlistowski	karlista
gwiaździarski	gwiaździarz
płuczkowy	płuczka
grzybiarski	grzybiarstwo
grzybiarski	grzybiarz
suwakowy	suwak
egejski	Morze Egejskie
laodycejski	Laodycea
piroelektryczny	piroelektryczność
podbojowy	podbój
Metternichowski	Metternich
gadzinowy	gadzina
wizerunkowy	wizerunek
mukdeński	Mukden
aloesowy	aloes
sawiński	Sawin
autoimmunizacyjny	autoimmunizacja
czerwonokrzyski	Czerwony Krzyż
promotorski	promotor
promotorski	promotor
tatarakowy	tatarak
Rafaelowski	Rafael
rafaelowski	Rafael
Rembrandtowski	Rembrandt
rembrandtowski	Rembrandt
rembrandtowski	Rembrandt
Schulzowski	Schulz
śmieciarski	śmieciarz
szkolarski	szkolarstwo
traperski	traper
tyczkarski	tyczkarz
wnętrzarski	wnętrzarstwo
Wajdowski	Wajda
wajdowski	Wajda
prozodyjny	prozodia
walezyjski	Walezjusze
prozodyjny	prozodia
reologiczny	reologia
geesowski	GS
Gorbaczowowski	Gorbaczow
gorbaczowowski	Gorbaczow
inspiratorski	inspirator
cyprysowy	cyprys
degeneratywny	degeneracja
degeneratywny	degeneracja
demielinizacyjny	demielinizacja
goździkowy	goździk
sorpcyjny	sorpcja
termochemiczny	termochemia
tribologiczny	tribologia
samoorganizacyjny	samoorganizacja
Katoński	Katon
samoorganizacyjny	samoorganizacja
Keplerowski	Kepler
keplerowski	Kepler
koneserski	koneser
koronkarski	koronkarstwo
koronkarski	koronkarz
kumplowski	kumpel
liktorski	liktor
naczelnikowski	naczelnik
nieboszczykowski	nieboszczyk
rastafariański	rastafarianizm
rastafariański	rastafarianin
rastafariański	rastafarianin
sabatariański	sabatarianin
sabatariański	sabatarianizm
soplicowski	Soplicowo
Soplicowski	Soplicowie
studniarski	studniarz
swatowski	Swatowe
swatowski	swat
szaradziarski	szaradziarstwo
szmaciarski	szmata
wirginijski	Wirginia
wielkorosyjski	Wielka Rosja
wielkorosyjski	Wielkorosja
Wolterowski	Wolter
jurorski	juror
wolterowski	Wolter
kwiaciarski	kwiaciarstwo
oponiarski	oponiarstwo
paserski	paser
gliniany	glina
panhelleński	panhellenizm
chłopczyński	chłopiec
propagatorski	propagator
siodlarski	siodlarstwo
siodlarski	siodlarz
starowierski	starowier
szmuklerski	szmuklerstwo
szmuklerski	szmuklerz
cyklotymiczny	cyklotymia
adhezyjny	adhezja
adhezyjny	adhezja
cytoplazmatyczny	cytoplazma
fibrylarny	fibryna
haszyszowy	haszysz
talibański	talib
krotonowy	kroton
próchnicowy	próchnica
próchnicowy	próchnica
rozrostowy	rozrost
błyskawicowy	błyskawica
ministrancki	ministrant
naturalny	natura
prałacki	prałat
kanonicki	kanonik
obserwancki	obserwanci
funkcjonalistyczny	funkcjonalizm
gorczycowy	gorczyca
gorczycowy	gorczyca
kwiatowy	kwiat
absorpcyjny	absorpcja
absorpcyjny	absorpcja
asteniczny	astenik
histonowy	histon
dysforyczny	dysforia
mezonowy	mezon
kationowy	kation
anionowy	anion
kooperatywny	kooperacja
antybiotykowy	antybiotyk
antymonowy	antymon
arszenikowy	arszenik
chamicki	Chamita
herbowny	herb
kardamonowy	kardamon
kuźniczy	kuźnica
penicylinowy	penicylina
pirytowy	piryt
polanowy	polana
porostowy	porost
kalibrowy	kaliber
kalibrowy	kaliber
penetracyjny	penetracja
penetracyjny	penetracja
żarnowy	żarna
rodzynkowy	rodzynek
nośnikowy	nośnik
osoczowy	osocze krwi
prionowy	prion
rybosomalny	rybosom
rybosomowy	rybosom
synergetyczny	synergetyka
kamienny	kamień
tandemowy	tandem
tandemowy	tandem
tandemowy	tandem
tandemowy	tandem
termolokacyjny	termolokacja
wzgórzowy	wzgórze
wzgórzowy	wzgórze
olmecki	Olmek
pluwialny	pluwiał
konchiolinowy	konchiolina
jajeczny	jajko
angiograficzny	angiografia
anilinowy	anilina
audiometryczny	audiometria
stężycki	Stężyca
cieplicowy	cieplica
elektromedyczny	elektromedycyna
glinkowy	glinka
hartowniczy	hartownik
fliszowy	flisz
inwigilacyjny	inwigilacja
iluwialny	iluwium
jodkowy	jodek
karlsbadzki	Karlsbad
karlsbadzki	Karlsbad
nagłośnieniowy	nagłośnienie
radionadawczy	radionadajnik
rozrządczy	rozrząd
stereotaktyczny	stereotaksja
telekonferencyjny	telekonferencja
termograficzny	termograf
termograficzny	termografia
agatowy	agat
wideokonferencyjny	wideokonferencja
rybny	ryba
rybny	ryba
brzostowy	brzost
marmurowy	marmur
inseminacyjny	inseminacja
krioniczny	krionika
krzywiczy	krzywica
leżakowy	leżakowanie
leżakowy	leżak
strąkowy	strąk
wiatraczny	wiatrak
przyprawowy	przyprawa
bentosowy	bentos
ksenobiotyczny	ksenobiotyk
apotropaiczny	apotropaizm
czopowy	czop
dymowy	dym
ideograficzny	ideografia
kieratowy	kierat
kieratowy	kierat
komputowy	komput
konfiskacyjny	konfiskacja
konfiskacyjny	konfiskacja
neumatyczny	neuma
olejkowy	olejek
respiracyjny	respiracja
bioplazmatyczny	bioplazma
rowkowy	rowek
recytacyjny	recytacja
odczuciowy	odczucie
Wojciechowy	Wojciech
Wojciechowy	Wojciech
sałatowy	sałata
wojciechowy	Wojciech
bażanci	bażant
sieniowy	sień
wziernikowy	wziernik
drobnoszlachecki	drobna szlachta
sołtysi	sołtys
tabaczny	tabaka
rysiowy	ryś
neustonowy	neuston
pastwiskowy	pastwisko
liściasty	liść
konopny	konopie
dzianinowy	dzianina
testamentalny	testament
wentylatorowy	wentylator
wytryskowy	wytrysk
moherowy	moher
reofilny	reofil
saprofityczny	saprofit
trzciniasty	trzcina
trzciniasty	trzcina
anomiczny	anomia
ołowiany	ołów
skórzany	skóra
owocowy	owoc
owocowy	owoc
fiołkowy	fiołek
śniegowy	śnieg
śnieżny	śnieg
porcelanowy	porcelana
strzelczy	strzelec
ministerski	minister
ministerski	ministerstwo
zbójny	zbój
gałązkowy	gałązka
kłączowy	kłącze
submisyjny	submisja
trocheiczny	trochej
wersowy	wers
bursztyni	bursztyn
papierowy	papier
peptydowy	peptyd
pikowy	pik
winny	wino
żołędziowy	żołądź
żołędny	żołądź
żołędny	żołądź
dworski	dwór
dworski	dwór
byczy	byk
fauni	faun
kabani	kaban
kapłoni	kapłon
kapłoni	kapłon
pingwini	pingwin
rabatowy	rabat
rabatowy	rabata
różyczkowy	różyczka
różyczkowy	różyczka liściowa
zielny	ziele
zielny	ziele
łodyżkowy	łodyżka
esemesowy	esemes
SMS-owy	SMS
gestykulacyjny	gestykulacja
kluskowy	kluska
wirulentny	wirulencja
zasuwowy	zasuwa
zasuwowy	zasuwa
szatani	szatan
zmierzchni	zmierzch
billboardowy	billboard
istotowy	istota
liczebnościowy	liczebność
paradygmatyczny	paradygmat
polisacharydowy	polisacharyd
paleolityczny	paleolit
wyżywieniowy	wyżywienie
drugorzędowy	drugorzęd
falencki	Falenty
parenchymatyczny	parenchyma
sufiksalny	sufiks
prefiksalny	prefiks
pierwszorzędowy	pierwszorzęd
syntagmatyczny	syntagma
plemnikowy	plemnik
syntaktyczny	syntaksa
syntaktyczny	syntaktyka
szopowy	szop
szopowy	szop
szopowy	fotoszop
agogiczny	agogika
deputatowy	deputat
fonemowy	fonem
kinestezyjny	kinestezja
wydrzy	wydra
życiorysowy	życiorys
aminokwasowy	aminokwas
białodunajecki	Biały Dunajec
energoelektryczny	energoelektryka
faszynowy	faszyna
cytokinowy	cytokina
morowy	mór
porowy	por
neurofibrylarny	neurofibryl
szariacki	szariat
materacowy	materac
pradziadowy	pradziad
karowy	kar
dzwonkowy	dzwonek
dzwonkowy	dzwonek
dzwonkowy	dzwonki
drążkowy	drążek
drążkowy	drążek
komasacyjny	komasacja
koszulkowy	koszulka
podaniowy	podanie
przeciekowy	przeciek
teczkowy	teczka
teczkowy	teczka
obiedni	obiad
ulotkowy	ulotka
znaczkowy	znaczek
łapówkowy	łapówka
sektorowy	sektor
sektorowy	sektor
sukienny	sukno
szamotowy	szamot
Śledziowy	Śledziu
apartamentowy	apartament
wieczystoksięgowy	księga wieczysta
fonograficzny	fonografia
fonograficzny	fonografia
dysplastyczny	dysplazja
dysplastyczny	dysplazja
strojowy	strój
karasiowy	karaś
karpi	karp
karpiowy	karp
metameryczny	metameria
pleomorficzny	pleomorfizm
podwzgórzowy	podwzgórze
szkarpowy	szkarpa
berylowy	beryl
berylowy	beryl
gorycki	Gorycja
elektrooptyczny	elektrooptyka
katoptryczny	katoptryka
mowny	mowa
mikroelektroniczny	mikroelektronika
mikrokomputerowy	mikrokomputer
rozkurczowy	rozkurcz
krótkodystansowy	krótki dystans
maratonowy	maraton
szmaragdowy	szmaragd
szpilkowy	szpilka
kwarcowy	kwarc
dyszowy	dysza
atlasowy	atlas
głuszcowy	głuszec
kapokowy	kapok
kapokowy	kapok
puchowy	puch
torfowy	torf
chabrowy	chaber
cukrowy	cukier
lumpenproletariacki	lumpenproletariat
herbaciany	herbata
herbaciany	herbata
mączny	mąka
pierwiosnkowy	pierwiosnek
litworowy	litwor
majonezowy	majonez
alopatyczny	alopatia
fibrynolityczny	fibrynoliza
hipotensyjny	hipotensja
inhalacyjny	inhalacja
makrobiotyczny	makrobiotyka
otologiczny	otologia
grzybowy	grzyb
kurkowy	kurek
kurkowy	kurka
miętowy	mięta
szpilkowy	szpilka
żylakowaty	żylak
teletekstowy	teletekst
melodyczny	melodia
telematyczny	telematyka
średniodystansowy	średni dystans
simpleksowy	simpleks
równościowy	równość
odśnieżny	odśnieżanie
patogenetyczny	patogeneza
pecetowy	pecet
psychofarmakologiczny	psychofarmakologia
teledetekcyjny	teledetekcja
twitterowy	Twitter
burgundzki	Burgundia
fiksacyjny	fiksacja
fiksacyjny	fiksacja
fiksacyjny	fiksacja
jadalniany	jadalnia
regulatorowy	regulator
lasecki	Lasek
mijankowy	mijanka
sprzęgłowy	sprzęgło
tonacyjny	tonacja
dupleksowy	dupleks
wielkosobotni	Wielka Sobota
zapowiedni	zapowiedź
słodowy	słód
buraczany	burak
kropelkowy	kropelka
buraczkowy	buraczek
czosnkowy	czosnek
czosnkowy	czosnek
dyniowy	dynia
marchewkowy	marchewka
ogórkowy	ogórek
odpoczynkowy	odpoczynek
odsłuchowy	odsłuchiwanie
wierzbicki	Wierzbica
efektywnościowy	efektywność
efektywnościowy	efektywność
gazyfikacyjny	gazyfikacja
gromnicki	Gromnik
cytrynowy	cytryna
industrializacyjny	industrializacja
figowy	figa
grejpfrutowy	grejpfrut
grapefruitowy	grapefruit
jabłkowy	jabłko
jagodowy	jagoda
jeżynowy	jeżyna
pomarańczowy	pomarańcza
pomarańczowy	pomarańcza
poniecki	Poniec
porzeczkowy	porzeczka
poziomkowy	poziomka
truskawkowy	truskawka
żurawinowy	żurawina
żurawinowy	żurawina
ananasowy	ananas
mineralny	minerał
krzemowy	krzem
wilgotnościowy	wilgotność
debiutowy	debiut
celulozowy	celuloza
plastikowy	plastik
winylowy	winyl
chemiczny	chemia
chemiczny	chemia
chemiczny	chemia
bocznikowy	bocznik
detektywny	detektyw
detektywny	detektyw
dolotowy	dolot
dolotowy	dolot
echolokacyjny	echolokacja
freonowy	freon
grzejnikowy	grzejnik
hydroforowy	hydrofor
rektyfikacyjny	rektyfikacja
olejowy	olej
utylitarystyczny	utylitaryzm
miniaturowy	miniatura
racjonalizacyjny	racjonalizacja
rekultywacyjny	rekultywacja
reorganizacyjny	reorganizacja
supermocarstwowy	supermocarstwo
trunkingowy	trunking
rewitalizacyjny	rewitalizacja
rewitalizacyjny	rewitalizacja
tyberiadzki	Tyberiada
alkoholowy	alkohol
piosenkowy	piosenka
pijacki	pijak
składankowy	składanka
szelfowy	szelf
krasomówczy	krasomówca
odwodnieniowy	odwodnienie
ideoplastyczny	ideoplastyka
sprężarkowy	sprężarka
kompilacyjny	kompilacja
jastrzębi	jastrząb
lunetowy	luneta
lunetowy	luneta
rewolwingowy	rewolwing
sekularyzacyjny	sekularyzacja
sekularyzacyjny	sekularyzacja
sekularyzacyjny	sekularyzacja
śliwicki	Śliwice
alkaloidowy	alkaloid
azotynowy	azotyn
azotynowy	azotyn
fluorowy	fluor
alpinistyczny	alpinista
niebieski	niebiosa
barlinecki	Barlinek
andragogiczny	andragogika
niebieski	niebiosa
angiologiczny	angiologia
bilokacyjny	bilokacja
nalibocki	Naliboki
frenologiczny	frenologia
horyniecki	Horyniec
konsulowy	konsul
konsulowy	konsul
kraniologiczny	kraniologia
kupalny	kupała
limnologiczny	limnologia
ludoznawczy	ludoznawstwo
zęzowy	zęza
zasobnikowy	zasobnik
wtryskowy	wtrysk
tryskaczowy	tryskacz
chiropterologiczny	chiropterologia
teriologiczny	teriologia
kinezyterapeutyczny	kinezyterapia
kynologiczny	kynologia
hipologiczny	hipologia
felinologiczny	felinologia
prymatologiczny	prymatologia
arachnologiczny	arachnologia
epizootiologiczny	epizootiologia
termomodernizacyjny	termomodernizacja
termorenowacyjny	termorenowacja
ubojowy	ubój
zoopsychologiczny	zoopsychologia
parazytologiczny	parazytologia
malakologiczny	malakologia
konchologiczny	konchologia
karcynologiczny	karcynologia
ichtiologiczny	ichtiologia
wrakowy	wrak
herpetologiczny	herpetologia
organologiczny	organologia
półkolonijny	półkolonie
psychoedukacyjny	psychoedukacja
płetwonurkowy	płetwonurek
speleologiczny	speleologia
windsurfingowy	windsurfing
survivalowy	survival
wolontariacki	wolontariat
łojotokowy	łojotok
pokrzywkowy	pokrzywka
ospowy	ospa wietrzna
taksówkowy	taksówka
wiolinistyczny	wiolinistyka
bojkotowy	bojkot
mikrobusowy	mikrobus
obrzękowy	obrzęk
torbielowaty	torbiel
rumieniowy	rumień
spedycyjny	spedycja
radiotelekomunikacyjny	radiotelekomunikacja
deratyzacyjny	deratyzacja
kabotażowy	kabotaż
kabotażowy	kabotaż
niedźwiedzi	niedźwiedź
metaloznawczy	metaloznawstwo
paleogeograficzny	paleogeografia
poślubny	ślub
dystansowy	dystans
sederowy	seder
selenograficzny	selenografia
żabi	żaba
Heraklitowy	Heraklit
wampirzy	wampir
grantowy	grant
nurzecki	Nurzec
awerroistyczny	awerroizm
karencyjny	karencja
biologistyczny	biologizm
kohezyjny	kohezja
liberalizacyjny	liberalizacja
darwinistyczny	darwinizm
depopulacyjny	depopulacja
fideistyczny	fideizm
irredentystyczny	irredenta
irredentystyczny	irredentyzm
irredentystyczny	irredentyzm
koncyliarny	koncyliaryzm
reintegracyjny	reintegracja
socjograficzny	socjografia
sozologiczny	sozologia
taksacyjny	taksacja
liczebnikowy	liczebnik
metonimiczny	metonimia
pretekstowy	pretekst
preparacyjny	preparacja
sernicki	Serniki
stromiecki	Stromiec
konwencjonalistyczny	konwencjonalizm
mienszewicki	mienszewik
neokomunistyczny	neokomunizm
swadziebny	swaćba
neutralistyczny	neutralizm
karmowy	karma
mediacyjny	mediacja
spływowy	spływ
spływowy	spływ
widełkowy	widełki
amidowy	amid
dendrytyczny	dendryt
ektopowy	ektopia
endodermalny	endoderma
folikularny	folikulotropina
granulometryczny	granulometria
denarowy	denar
dyluwialny	dyluwium
estrowy	ester
fenylowy	fenyl
interglacjalny	interglacjał
kemowy	kem
kenozoiczny	kenozoik
azoiczny	azoik
mezozoiczny	mezozoik
leptonowy	lepton
starodrzewny	starodrzew
pirydynowy	pirydyna
postglacjalny	postglacjał
krostkowy	krostka
charterowy	charter
forintowy	forint
frankowy	frank
guldenowy	gulden
koronowy	korona
cumowy	cuma
edypalny	kompleks Edypa
włazowy	właz
łożniczy	łożnica
zejściowy	zejście
