akademik	dom akademicki
wyrzeźbienie	rzeźbienie
wygrawerowanie	grawerowanie
wycięcie	wycinanie
wydłubanie	dłubanie
wydłubanie	wydłubywanie
dopracowanie	dopracowywanie
wyregulowanie	wyregulowywanie
wyregulowanie	regulowanie
wykrojenie	wykrawanie
utoczenie	toczenie
wytoczenie	wytaczanie
wyżłobienie	wyżłabianie
wyżłobienie	żłobienie
wymycie	wymywanie
wypłukanie	wypłukiwanie
obwiązanie	obwiązywanie
owiązanie	owiązywanie
uzwojenie	uzwajanie
opakowanie	opakowywanie
opakowanie	pakowanie
zapakowanie	pakowanie
spakowanie	pakowanie
otulenie	otulanie
okręcenie	okręcanie
oplecenie	oplatanie
oplątanie	oplątywanie
zawiązanie	zawiązywanie
związanie	związywanie
zebranie	zbieranie
przewinięcie	przewijanie
okrycie	okrywanie
okrycie	krycie
nawinięcie	nawijanie
zwinięcie	zwijanie
zawinięcie	zawijanie
namotanie	motanie
nakręcenie	nakręcanie
podkręcenie	podkręcanie
owinięcie	owijanie
zawinięcie	zawijanie
obwinięcie	obwijanie
spowicie	spowijanie
spowinięcie	spowijanie
zakręcenie	zakręcanie
skręcenie	skręcanie
ściągnięcie	ściąganie
przewiązanie	przewiązywanie
przewiązanie	wiązanie
przepasanie	przepasywanie
opasanie	opasywanie
opięcie	opinanie
skorygowanie	korygowanie
dokręcenie	dokręcanie
dokręcenie	kręcenie
nastrojenie	nastrajanie
nastrojenie	strojenie
zestrojenie	zestrajanie
podkręcenie	podkręcanie
dostrojenie	dostrajanie
zakręcenie	zakręcanie
dostrojenie	dostrajanie
przestrojenie	przestrajanie
zakręcenie	zakręcanie
nakręcenie	nakręcanie
wyregulowanie	wyregulowywanie
wyregulowanie	regulowanie
nastrojenie	nastrajanie
nastrojenie	strojenie
przestrojenie	przestrajanie
przełączenie	przełączanie
sprowadzenie	sprowadzanie
nakierowanie	nakierowywanie
zwrócenie	zwrócenie się
zwrócenie	zwracanie
obrócenie	obracanie
skierowanie	kierowanie
nastawienie	nastawianie
nadstawienie	nadstawianie
ustawienie	ustawianie
skonfigurowanie	konfigurowanie
przekręcenie	przekręcanie
wykręcenie	wykręcanie
zorientowanie	orientowanie
przestawienie	przestawianie
wycelowanie	celowanie
wymierzenie	wymierzanie
odwrócenie	odwracanie
wycentrowanie	centrowanie
nastawienie	nastawianie
zatrzymanie	zatrzymywanie
wstrzymanie	wstrzymywanie
powstrzymanie	powstrzymywanie
zakażenie	zakażanie
rozwleczenie	rozwlekanie
zaparkowanie	parkowanie
rozwalenie	rozwalanie
ochrzczenie	chrzczenie
uczesanie się	uczesanie
zaparcie tchu	zapieranie tchu
zaparcie oddechu	zapieranie oddechu
wyrugowanie	rugowanie
wyrwanie	rwanie
wyrwanie	wyrywanie
wydarcie	wydzieranie
rozkucie	rozkuwanie
zesznurowanie	sznurowanie
pociągnięcie	pociąganie
spuszczenie	spuszczanie
uprzędzenie	przędzenie
usnucie	snucie
ściągnięcie	ściąganie
spiętrzenie	piętrzenie
spiętrzenie	spiętrzanie
zniesienie	znoszenie
zniesienie	niesienie
podwiązanie	podwiązywanie
rwanie	oderwanie
rwanie	urwanie
rwanie	wyrwanie
skrzyżowanie	krzyżowanie
zarażenie	zarażanie
zainfekowanie	infekowanie
rozcieńczenie	rozcieńczanie
oswobodzenie	oswabadzanie
oswobodzenie	oswobadzanie
wyswobodzenie	wyswabadzanie
wyswobodzenie	wyswobadzanie
wyzwolenie	wyzwalanie
uwolnienie	uwalnianie
poprawienie	poprawianie
wyrównanie	wyrównywanie
uładzenie	uładzanie
puszczenie	puszczanie
pokrzyżowanie	krzyżowanie
zawiązanie	zawiązywanie
przechylenie	przechylenie się
przechylenie	przechylanie
rozpieprzenie	rozpieprzanie
wypuszczenie	wypuszczanie
rozprzestrzenienie	rozprzestrzenianie
otoczenie	otaczanie
okrążenie	okrążanie
rozbebeszenie	rozbebeszanie
przerwanie	przerywanie
roztoczenie	roztaczanie
rozsianie	rozsiewanie
odblokowanie	odblokowywanie
oblegnięcie	obleganie
zahamowanie	hamowanie
wyhamowanie	wyhamowywanie
wyhamowanie	hamowanie
obstawienie	obstawianie
wykorzenienie	wykorzenianie
osaczenie	osaczanie
przerzedzenie	przerzedzanie
usunięcie	usuwanie
roztrząśnięcie	roztrząsanie
roztrzęsienie	roztrząsanie
przytrzymanie	przytrzymywanie
rozpylenie	rozpylanie
rozwodnienie	rozwadnianie
przeważenie	przeważanie
rozproszenie	rozpraszanie
obsadzenie	obsadzanie
uporządkowanie	porządkowanie
ułożenie	układanie
doprowadzenie do porządku	doprowadzanie do porządku
zawiązanie	zawiązywanie
spędzenie	spędzanie
obstąpienie	obstępowanie
puszczenie	puszczanie
zatkanie	zatykanie
rozrzucenie	rozrzucanie
wystrzelenie	wystrzeliwanie
oblegnięcie	obleganie
przejaśnienie	przejaśnianie
obciągnięcie	obciąganie
rozsypanie	rozsypywanie
skontrowanie	kontrowanie
rozpętanie	rozpętywanie
chuchnięcie	chuchanie
rozsianie	rozsiewanie
rozwianie	rozwiewanie
powściągnięcie	powściąganie
rozpylenie	rozpylanie
rozwleczenie	rozwlekanie
osadzenie	osadzenie się
osadzenie	osadzanie
rozrobienie	rozrabianie
zarobienie	zarabianie
przegrupowanie	przegrupowywanie
rozrzedzenie	rozrzedzanie
rozgęszczenie	rozgęszczanie
związanie	związywanie
zatamowanie	tamowanie
ustalenie	ustalanie
opustoszenie	pustoszenie
uskutecznienie	uskutecznianie
uodpornienie	uodpornianie
uodpornienie	uodparnianie
ukonkretnienie	ukonkretnienie się
ukonkretnienie	ukonkretnianie
skonkretyzowanie	skonkretyzowanie się
skonkretyzowanie	konkretyzowanie
skrystalizowanie	skrystalizowanie się
skrystalizowanie	krystalizowanie
wykrystalizowanie	wykrystalizowanie się
wykrystalizowanie	wykrystalizowywanie
wykrystalizowanie	krystalizowanie
ucieleśnienie	ucieleśnianie
zracjonalizowanie	racjonalizowanie
zahartowanie	hartowanie
rozzuchwalenie	rozzuchwalanie
rozbestwienie	rozbestwianie
rozwydrzenie	rozwydrzanie
skucie	skuwanie
uwiarygodnienie	uwiarygodnianie
uwierzytelnienie	uwierzytelnianie
uprawdopodobnienie	uprawdopodobnianie
uprawdopodobnienie	uprawdopodabnianie
urzeczywistnienie	urzeczywistnianie
zrealizowanie	realizowanie
przypilnowanie	pilnowanie
zdynamizowanie	dynamizowanie
ziszczenie	ziszczanie
spełnienie	spełnianie
odwrzaśnięcie	odwrzaskiwanie
odparowanie	odparowywanie
odkrzyknięcie	odkrzykiwanie
odburknięcie	odburkiwanie
odwarknięcie	odwarkiwanie
odmruknięcie	odmrukiwanie
wykrzyknięcie	wykrzykiwanie
odrzeknięcie	odrzekanie
odpowiedzenie	odpowiadanie
danie odpowiedzi	dawanie odpowiedzi
udzielenie odpowiedzi	udzielanie odpowiedzi
odparcie	odpieranie
odszepnięcie	odszeptywanie
odpisanie	odpisywanie
odpowiedzenie	odpowiadanie
odbąknięcie	odbąkiwanie
odpyskowanie	odpyskiwanie
odpyskowanie	odpyskowywanie
odpysknięcie	odpyskiwanie
odpysknięcie	odpyskowywanie
zripostowanie	ripostowanie
nastręczenie	nastręczanie
poradzenie	radzenie
podyktowanie	dyktowanie
skierowanie	skierowywanie
odesłanie	odsyłanie
narajenie	narajanie
narajenie	rajenie
podpowiedzenie	podpowiadanie
podszepnięcie	podszeptywanie
zalecenie	zalecanie
zarekomendowanie	rekomendowanie
polecenie	polecanie
zalecenie	zalecanie
podsunięcie	podsuwanie
zasugerowanie	sugerowanie
poddanie	poddawanie
przepisanie	przepisywanie
zaordynowanie	ordynowanie
zaaplikowanie	aplikowanie
ześrodkowanie	ześrodkowywanie
doradzenie	doradzanie
rozgrzeszenie	rozgrzeszanie
udzielenie rozgrzeszenia	udzielanie rozgrzeszenia
danie rozgrzeszenia	dawanie rozgrzeszenia
przekopanie	przekopywanie
przekopanie	kopanie
zgryzienie	zgryzanie
użyczenie	użyczanie
zmiażdżenie	miażdżenie
zgniecenie	zgniatanie
rozgniecenie	rozgniatanie
przekopanie	przekopywanie
przekopanie	kopanie
wyświęcenie	wyświęcanie
danie	dawanie
wykopanie	kopanie
wykopanie	wykopywanie
przebicie	przebijanie
udzielenie	udzielanie
wywiercenie	wywiercanie
rozczytanie się	rozczytywanie się
zaczytanie się	zaczytywanie się
wyczytanie	wyczytywanie
zaczytanie	zaczytywanie
połknięcie	połykanie
oczytanie się	oczytywanie się
odszyfrowanie	odszyfrowywanie
rozszyfrowanie	rozszyfrowywanie
przeczytanie	czytanie
rozszyfrowanie	rozszyfrowywanie
rozgryzienie	rozgryzanie
odczytanie	odczytywanie
odczytanie	odczytywanie
odcyfrowanie	odcyfrowywanie
odszyfrowanie	odszyfrowywanie
pochłonięcie	pochłanianie
wystudiowanie	studiowanie
rozpoznanie się	rozpoznawanie się
przerobienie	przerabianie
przerzucenie	przerzucanie
przyglądnięcie się	przyglądanie się
przyjrzenie się	przyglądanie się
obejrzenie	oglądanie
oglądnięcie	oglądanie
zobaczenie	widzenie
przekartkowanie	kartkowanie
przekartkowanie	przekartkowywanie
przelecenie	przelatywanie
zgłębienie	zgłębianie
przestudiowanie	studiowanie
przejrzenie	przeglądanie
wystudiowanie	studiowanie
zapoznanie się	zapoznawanie się
zaznajomienie się	zaznajamianie się
podyktowanie	dyktowanie
przemówienie	przemawianie
zadeklamowanie	deklamowanie
wydeklamowanie	deklamowanie
wyrecytowanie	recytowanie
przeliterowanie	przeliterowywanie
przeliterowanie	literowanie
wypowiedzenie	wypowiadanie
powiedzenie	mówienie
pomodlenie się	modlenie się
odszeptanie	odszeptywanie
odszepnięcie	odszeptywanie
zmówienie	zmawianie
odmówienie	odmawianie
wygłoszenie	głoszenie
wygłoszenie	wygłaszanie
przeżegnanie się	żegnanie się
odmówienie pacierza	odmawianie pacierza
przeszkolenie się	przeszkalanie się
poznanie	poznawanie
nauczenie się	uczenie się
nauczenie się	nauczenie
wyedukowanie się	edukowanie się
wykształcenie się	wykształcenie
wykształcenie się	kształcenie się
wyszkolenie się	wyszkolenie
wyszkolenie się	szkolenie się
wyuczenie się	wyuczanie się
wyćwiczenie się	wyćwiczenie
wyćwiczenie się	ćwiczenie się
przekwalifikowanie się	przekwalifikowywanie się
przepowiedzenie	przepowiadanie
wchłonięcie	wchłanianie
wchłonięcie	chłonięcie
łyknięcie	łykanie
popracowanie nad sobą	pracowanie nad sobą
przygotowanie się	przygotowywanie się
przyswojenie	przyswajanie
opanowanie	opanowywanie
wykucie	wykuwanie
wykucie	wkuwanie
wykucie się	wykuwanie się
wkucie	kucie
wkucie	wkuwanie
wkucie się	wkuwanie się
powtórzenie	powtarzanie
wyspecjalizowanie się	specjalizowanie się
wyćwiczenie	ćwiczenie
złapanie się	łapanie się
przyłapanie się	przyłapywanie się
rozeznanie	rozeznawanie
dostrzeżenie	dostrzeganie
zreflektowanie się	reflektowanie się
wykrycie	wykrywanie
ujawnienie	ujawnianie
odróżnienie	odróżnianie
rozróżnienie	rozróżnianie
doszukanie się	doszukiwanie się
dopatrzenie się	dopatrywanie się
upatrzenie	upatrywanie
rozdzielenie	rozdzielanie
odgraniczenie	odgraniczanie
rozgraniczenie	rozgraniczanie
rozeznanie się	rozeznawanie się
rozeznanie	rozeznawanie
spostrzeżenie	spostrzeganie
wglądnięcie	wglądanie
wejście	wchodzenie
wniknięcie	wnikanie
wczytanie się	wczytywanie się
wypatrzenie	wypatrywanie
wypatrzenie	patrzenie
odkrycie	odkrywanie
prześlizgnięcie się	prześlizgiwanie się
prześliźnięcie się	prześlizgiwanie się
wynalezienie	wynajdywanie
wynalezienie	wynajdowanie
odnalezienie	odnajdywanie
odnalezienie	odnajdowanie
poznanie	poznawanie
wykrycie	wykrywanie
znalezienie	znajdywanie
znalezienie	znajdowanie
władowanie się	władowywanie się
władowanie się	ładowanie się
załadowanie się	załadowywanie się
załadowanie się	ładowanie się
dosiądnięcie	dosiadanie
dosiądnięcie się	dosiadanie się
wgramolenie się	gramolenie się
wtarabanienie się	tarabanienie się
wtaszczenie się	taszczenie się
wdarcie się	wdzieranie się
wtoczenie się	wtaczanie się
wlezienie	włażenie
wejście	wchodzenie
wstąpienie	wstępowanie
wepchanie się	wpychanie się
wepchnięcie się	wpychanie się
wciśnięcie się	wciskanie się
wparcie się	wpieranie się
wtłoczenie się	wtłaczanie się
wmaszerowanie	wmaszerowywanie
wsiądnięcie	wsiadanie
wkroczenie	wkraczanie
ugrupowanie się	ugrupowywanie się
ustawienie się	ustawianie się
podfrunięcie	podfruwanie
podfrunięcie	frunięcie
dojechanie	jechanie
dojechanie	dojeżdżanie
zajechanie	zajeżdżanie
zajechanie	jechanie
zjechanie się	zjeżdżanie się
zjechanie	jechanie
zjechanie	zjeżdżanie
przylecenie	przylatywanie
zejście się	schodzenie się
zlecenie się	zlatywanie się
rozwinięcie się	rozwijanie się
rozwinięcie się	rozwinięcie
ścieśnienie się	ścieśnianie się
stłoczenie się	tłoczenie się
stłoczenie się	stłaczanie się
zbicie się	zbijanie się
przybiegnięcie	przybieganie
przylecenie	przylatywanie
zlecenie się	zlatywanie się
zgromadzenie się	gromadzenie się
zgrupowanie się	grupowanie się
zbiegnięcie się	zbieganie się
uformowanie się	formowanie się
obsiądnięcie	obsiadanie
oblezienie	obłażenie
przyfrunięcie	przyfruwanie
ściągnięcie	ściąganie
ściągnięcie	ciągnięcie
zwołanie się	zwoływanie się
dosypanie	dosypywanie
dosypanie	sypanie
wybrukowanie	brukowanie
zabazgranie	zabazgrywanie
wyszabrowanie	szabrowanie
powybijanie	wybijanie
założenie	zakładanie
wyłożenie	wykładanie
wysypanie	wysypywanie
pokrycie	pokrywanie
opylenie	opylanie
przysypanie	przysypywanie
wyżwirowanie	żwirowanie
oprószenie	oprószanie
wytapetowanie	tapetowanie
zadrukowanie	zadrukowywanie
zadrukowanie	drukowanie
posypanie	posypywanie
obsypanie	obsypywanie
osypanie	osypanie się
osypanie	osypywanie
przyprószenie	przyprószanie
wyklejenie	wyklejanie
obmurowanie	obmurowywanie
obłożenie	obkładanie
obrzeżenie	obrzeżanie
obwiedzenie	obwodzenie
obramowanie	obramowywanie
otoczenie	otaczanie
ofornirowanie	fornirowanie
wydarniowanie	darniowanie
obudowanie	obudowywanie
obudowanie	budowanie
ogrodzenie się	ogradzanie się
ograniczenie	ograniczanie
ogrodzenie	grodzenie
ogrodzenie	ogradzanie
obrysowanie	obrysowywanie
osnucie	osnuwanie
zagrodzenie się	zagradzanie się
wyciągnięcie	wyciąganie
wytyczenie	tyczenie
wytyczenie	wytyczanie
uczepienie	uczepianie
przyszpilenie	przyszpilanie
dokręcenie	dokręcanie
dokręcenie	kręcenie
przytroczenie	przytraczanie
przypięcie	przypinanie
zacumowanie	cumowanie
uwiązanie	uwiązywanie
zacumowanie	cumowanie
przycumowanie	przycumowywanie
przycumowanie	cumowanie
wbicie	bicie
wbicie	wbijanie
przygwożdżenie	przygważdżanie
zakotwiczenie	zakotwiczanie
wkłucie	wkłuwanie
przykucie	przykuwanie
podpięcie	podpinanie
przeciągnięcie	przeciąganie
dziobnięcie	dziobanie
dzióbnięcie	dzióbanie
przywiązanie	przywiązywanie
zaklinowanie	zaklinowywanie
wstrzelenie	wstrzeliwanie
wstrzelanie	wstrzeliwanie
wpięcie	wpinanie
wkucie	wkuwanie
puszczenie	puszczanie
pobicie	pobijanie
pobicie	bicie
przyprawienie	przyprawianie
zahaczenie	zahaczanie
zaczepienie	zaczepianie
przyczepienie	przyczepianie
zaprzężenie	zaprzęganie
wprzężenie	wprzęganie
wprzęgnięcie	wprzęganie
przykręcenie	przykręcanie
przymocowanie	mocowanie
przymocowanie	przymocowywanie
przytwierdzenie	przytwierdzanie
umocowanie	umocowywanie
umocowanie	mocowanie
zamocowanie	zamocowywanie
zamocowanie	mocowanie
przybicie	przybijanie
przyssanie się	przysysanie się
poprowadzenie	prowadzenie
przywieszenie	przywieszanie
uwieszenie	uwieszanie
zawieszenie	zawieszanie
wycyrklowanie	cyrklowanie
wygładzenie	wygładzanie
wygładzenie	gładzenie
ogładzenie	ogładzanie
odreagowanie	odreagowywanie
obtoczenie	obtaczanie
przygładzenie	przygładzanie
wyślizganie	wyślizgiwanie
wyszlifowanie	wyszlifowywanie
oszlifowanie	szlifowanie
dotarcie	docieranie
opiłowanie	opiłowywanie
opiłowanie	piłowanie
spiłowanie	spiłowywanie
spiłowanie	piłowanie
oheblowanie	oheblowywanie
oheblowanie	heblowanie
ostruganie	struganie
pokrycie	pokrywanie
pokrycie	krycie
wyrównanie	wyrównywanie
zrównanie	zrównywanie
odprasowanie	odprasowywanie
wyprasowanie	prasowanie
uprasowanie	prasowanie
zniwelowanie	niwelowanie
rozepchanie się	rozpychanie się
rozepchanie się	pchanie się
rozepchnięcie się	rozpychanie się
doczepienie	doczepianie
unieruchomienie	unieruchamianie
usztywnienie	usztywnianie
zatrzymanie	zatrzymywanie
zastopowanie	stopowanie
unieruchomienie	unieruchamianie
odgrodzenie się	odgradzanie się
związanie	związywanie
skucie	skuwanie
zakleszczenie	zakleszczanie
zakręcenie	zakręcanie
obudowanie	obudowywanie
obezwładnienie	obezwładnianie
nawleczenie	nawlekanie
nanizanie	nizanie
nanizanie	nanizywanie
doniesienie	donoszenie
spętanie	pętanie
zamknięcie się	zamykanie się
zsunięcie	zsuwanie
przyłączenie	przyłączanie
nakłucie	nakłuwanie
pozamykanie się	zamykanie się
sprzęgnięcie	sprzęganie
sprzężenie	sprzęganie
obrócenie	obracanie
okręcenie	okręcanie
okręcenie	kręcenie
przekręcenie	przekręcanie
wbicie	bicie
wbicie	wbijanie
nabicie	bicie
nabicie	nabijanie
nadzianie	nadziewanie
załączenie	załączanie
załączenie	łączenie
utorowanie	torowanie
odbudowanie się	odbudowywanie się
wmontowanie	wmontowywanie
przewinięcie	przewijanie
złączenie	złączanie
nasadzenie	nasadzanie
nasunięcie	nasuwanie
przykucie	przykuwanie
przygwożdżenie	przygważdżanie
doklejenie	doklejanie
dolepienie	dolepianie
związanie	związywanie
przebicie się	przebijanie się
dołączenie	dołączanie
odblokowanie	odblokowywanie
powstanie	powstawanie
nadżarcie	nadżeranie
zdarcie	zdzieranie
zdarcie	darcie
zniszczenie	niszczenie
wytarcie	wycieranie
wytarcie	tarcie
zmechacenie	mechacenie
skosmacenie	kosmacenie
wypieczenie	wypiekanie
wypalenie	wypalanie
rozmycie	rozmywanie
zjeżdżenie	zjeżdżanie
zdezelowanie	dezelowanie
zaczytanie	zaczytywanie
wydeptanie	wydeptywanie
zadeptanie	zadeptywanie
poharatanie	haratanie
podarcie	darcie
podniszczenie	niszczenie
załamanie	załamywanie
zarwanie	zarywanie
zdewastowanie	dewastowanie
zdeptanie	deptanie
odrapanie	odrapywanie
obdrapanie	obdrapywanie
przetarcie	przecieranie
spranie	spieranie
spranie	pranie
stępienie	stępianie
stępienie	tępienie
rozładowanie	rozładowywanie
zużycie	zużywanie
wyszycie	wyszywanie
wyczerpanie	wyczerpywanie
wypisanie	wypisywanie
wypalenie	wypalanie
opróżnienie	opróżnianie
wypieczenie	wypiekanie
opalenie się	opalanie się
wykończenie	wykańczanie
donoszenie	donaszanie
wyrysowanie	wyrysowywanie
zżarcie	zżeranie
wybranie	wybieranie
wysączenie	sączenie
wysączenie	wysączanie
wymalowanie	wymalowywanie
wykupienie	wykupywanie
wydzwonienie	wydzwanianie
ograniczenie się	ograniczanie się
spalenie	palenie
spalenie	spalanie
wypryskanie	wypryskiwanie
opracowanie	opracowywanie
spreparowanie	preparowanie
złożenie	składanie
naszkicowanie	szkicowanie
zredagowanie	redagowanie
zaplanowanie	planowanie
zadiustowanie	adiustowanie
zaadiustowanie	adiustowanie
rozpisanie	rozpisywanie
podłożenie	podkładanie
zablokowanie	zablokowywanie
zablokowanie	blokowanie
zaimplementowanie	implementowanie
zdubbingowanie	dubbingowanie
przełamanie	przełamywanie
złamanie	łamanie
spisanie	spisywanie
zesznurowanie	sznurowanie
przygotowanie	przygotowywanie
zaimprowizowanie	improwizowanie
zamruczenie	mruczenie
zinterpretowanie	interpretowanie
wykonanie	wykonywanie
zgotowanie	gotowanie
zagranie	granie
odegranie	odgrywanie
wcielenie się	wcielanie się
zreinterpretowanie	reinterpretowanie
zagwizdanie	gwizdanie
wygwizdanie	wygwizdywanie
pomylenie	mylenie
poplątanie	plątanie
pomieszanie	mieszanie
zanucenie	nucenie
sportretowanie	portretowanie
sfilmowanie	filmowanie
nakręcenie	nakręcanie
nakręcenie	kręcenie
popełnienie	popełnianie
sklecenie	klecenie
wyreżyserowanie	reżyserowanie
skomponowanie	komponowanie
skarykaturowanie	karykaturowanie
wypisanie	wypisywanie
wypisanie	wypisywanie
wypisanie się	wypisywanie się
napisanie	pisanie
ułożenie	układanie
wyprodukowanie	produkowanie
zrealizowanie	realizowanie
spłodzenie	płodzenie
wykreowanie	kreowanie
wymalowanie	wymalowywanie
wydanie	wydawanie
odstawienie	odstawianie
ogłoszenie	ogłaszanie
przedrukowanie	przedrukowywanie
urządzenie	urządzanie
puszczenie	puszczanie
przetłumaczenie	tłumaczenie
przełożenie	przekładanie
obstawienie się	obstawianie się
wykazanie się	wykazywanie się
spolonizowanie	polonizowanie
wyczarowanie	wyczarowywanie
wyprawienie	wyprawianie
wydanie	wydawanie
danie	dawanie
zaimprowizowanie	improwizowanie
zainaugurowanie	inaugurowanie
ogłoszenie drukiem	ogłaszanie drukiem
wydrukowanie	drukowanie
wydanie	wydawanie
opublikowanie	publikowanie
odrobienie	odrabianie
odrobienie	robienie
odpracowanie	odpracowywanie
odpracowanie	pracowanie
odsłużenie	odsługiwanie
zainscenizowanie	inscenizowanie
zaaranżowanie	aranżowanie
wyreżyserowanie	reżyserowanie
dokonanie	dokonywanie
wprowadzenie	wprowadzanie
wypuszczenie	wypuszczanie
zniwelowanie	niwelowanie
wykrycie	wykrywanie
zbilansowanie	bilansowanie
przeważenie	przeważanie
przeważenie	ważenie
wymierzenie	wymierzanie
ustalenie	ustalanie
przechwycenie	przechwytywanie
przeważenie	przeważanie
przeważenie	ważenie
