administrować	administrowanie
obumierać	obumieranie
martwieć	martwienie
zmartwieć	zmartwienie
serowacieć	serowacenie
zserowacieć	zserowacenie
obumierać	obumieranie
obumrzeć	obumarcie
obwałowywać	obwałowywanie
obwałować	obwałowanie
wapnieć	wapnienie
wazelinować	wazelinowanie
wczasować	wczasowanie
wegetować	wegetowanie
wegetować	wegetowanie
wegetować	wegetowanie
werbalizować	werbalizowanie
zwerbalizować	zwerbalizowanie
wczasować się	wczasowanie się
wdrobić	wdrobienie
nadpływać	nadpływanie
nadpłynąć	nadpłynięcie
nadrzynać	nadrzynanie
naderżnąć	naderżnięcie
nadżerać	nadżeranie
nadeżreć	nadżarcie
nadżerać	nadżeranie
nadeżreć	nadżarcie
nadżerać	nadżeranie
nadeżreć	nadżarcie
nadfruwać	nadfruwanie
nadlatywać	nadlatywanie
przyfruwać	przyfruwanie
nadlecieć	nadlecenie
przyfrunąć	przyfrunięcie
nadfrunąć	nadfrunięcie
przylatywać	przylatywanie
przylecieć	przylecenie
maglować	maglowanie
maglować	maglowanie
spajać	spajanie
spajać	spajanie
spoić	spojenie
spoić	spojenie
spić	spicie
jednoczyć	jednoczenie
integrować	integrowanie
ścigać się	ściganie się
uwić	uwicie
startować	startowanie
zesznurować	zesznurowanie
zesznurować	zesznurowanie
sznurować	sznurowanie
sznurować	sznurowanie
sznurować	sznurowanie
spleść	splecenie
splatać	splatanie
przeplatać	przeplatanie
przepleść	przeplecenie
wypleść	wyplecenie
przetkać	przetkanie
przetknąć	przetknięcie
przetykać	przetykanie
przetkać	przetkanie
przetykać	przetykanie
przetkać	przetkanie
przetknąć	przetknięcie
przetykać	przetykanie
przetkać	przetkanie
przetykać	przetykanie
przewlec	przewleczenie
przewlekać	przewlekanie
przewlec	przewleczenie
przewlekać	przewlekanie
przewlec	przewleczenie
przewlekać	przewlekanie
przewlec	przewleczenie
przewlekać	przewlekanie
ustąpić miejsca	ustąpienie miejsca
roszować	roszowanie
wykonywać roszadę	wykonywanie roszady
ruszyć się	ruszenie się
zrobić ruch	zrobienie ruchu
wykonać roszadę	wykonanie roszady
bić	bicie
zbijać	zbijanie
bić w przelocie	bicie w przelocie
zbić w przelocie	zbicie w przelocie
patować	patowanie
poddawać partię	poddawanie partii
poddać partię	poddanie partii
przemienić się	przemienienie się
niedołężnieć	niedołężnienie
zniedołężnieć	zniedołężnienie
grzybieć	grzybienie
zgrzybieć	zgrzybienie
kapcanieć	kapcanienie
skapcanieć	skapcanienie
ramoleć	ramolenie
zramoleć	zramolenie
zgrzybieć	zgrzybienie
gorzknieć	gorzknienie
zgorzknieć	zgorzknienie
gorzknieć	gorzknienie
kwaśnieć	kwaśnienie
zgorzknieć	zgorzknienie
skwaśnieć	skwaśnienie
kwaśnieć	kwaśnienie
skwaśnieć	skwaśnienie
konserwować się	konserwowanie się
zakonserwować się	zakonserwowanie się
kwasić się	kwaszenie się
kisić się	kiszenie się
ukwaszać się	ukwaszanie się
zakiszać się	zakiszanie się
zakwaszać się	zakwaszanie się
zakwasić się	zakwaszenie się
ukwasić się	ukwaszenie się
ukisić się	ukiszenie się
zakisić się	zakiszenie się
marynować się	marynowanie się
zamarynować się	zamarynowanie się
kontaminować	kontaminowanie
skontaminować	skontaminowanie
rafować	rafowanie
przesiewać	przesiewanie
przesiać	przesianie
przesiewać	przesiewanie
weryfikować	weryfikowanie
zrobić siku	zrobienie siku
zweryfikować	zweryfikowanie
przesiać	przesianie
przesiać	przesianie
weryfikować	weryfikowanie
zweryfikować	zweryfikowanie
diagnozować	diagnozowanie
zdiagnozować	zdiagnozowanie
diagnozować	diagnozowanie
diagnozować	diagnoza
zdiagnozować	zdiagnozowanie
konszować	konszowanie
kopczykować	kopczykowanie
korować	korowanie
mechacić	mechacenie
kosmacić	kosmacenie
zmechacić	zmechacenie
skosmacić	skosmacenie
mazerować	mazerowanie
kostkować	kostkowanie
mazerować	mazerowanie
słojować	słojowanie
kostkować	kostkowanie
kostkować	kostkowanie
koszarować	koszarowanie
koszarować	koszarowanie
koszarować	koszarowanie
koszarzyć	koszarzenie
kotłować	kotłowanie
kożuchować	kożuchowanie
przepchnąć	przepchnięcie
przepchnąć	przepchnięcie
przepchnąć	przepchnięcie
przepchnąć	przepchnięcie
przepchnąć	przepchnięcie
przepchać	przepchanie
przepchać	przepchanie
przepchać	przepchanie
przepychać	przepychanie
przepychać	przepychanie
przepychać	przepychanie
przepychać	przepychanie
przepychać	przepychanie
przeciągnąć	przeciągnięcie
przeciągnąć	przeciągnięcie
przeciągnąć	przeciągnięcie
przeciągnąć	przeciągnięcie
przeciągnąć	przeciągnięcie
przeciągnąć	przeciągnięcie
przeciągnąć	przeciągnięcie
przeciągnąć	przeciągnięcie
przeciągnąć	przeciągnięcie
przeciągać	przeciąganie
przeciągać	przeciąganie
przeciągać	przeciąganie
przeciągać	przeciąganie
przeciągać	przeciąganie
przeciągać	przeciąganie
przeciągać	przeciąganie
przeciągać	przeciąganie
przeciągać	przeciąganie
następować	następowanie
galopować	galopowanie
gonić	gonienie
poprzedzać	poprzedzanie
następować	następowanie
przeganiać	przeganianie
prześcigać	prześciganie
poprzedzać	poprzedzanie
zaopatrywać	zaopatrywanie
poprzedzić	poprzedzenie
wziąć	wzięcie
przegonić	przegonienie
prześcignąć	prześcignięcie
poprzedzić	poprzedzenie
poprzedzić	poprzedzenie
udrożnić	udrożnienie
udrożniać	udrożnianie
nastąpić	nastąpienie
nastąpić	nastąpienie
przeczyścić	przeczyszczenie
przeczyścić	przeczyszczenie
przeczyścić	przeczyszczenie
wystąpić	wystąpienie
przeczyszczać	przeczyszczanie
przeczyszczać	przeczyszczanie
przeczyszczać	przeczyszczanie
zaopatrzyć	zaopatrzenie
mnożyć się	mnożenie się
jeżyć się	jeżenie się
rozmnażać się	rozmnażanie się
pączkować	pączkowanie
pomnożyć się	pomnożenie się
przecisnąć	przeciśnięcie
pomnażać się	pomnażanie się
przeciskać	przeciskanie
rozmnożyć się	rozmnożenie się
wyodrębniać się	wyodrębnianie się
odcinać się	odcinanie się
wydzielać się	wydzielanie się
wyodrębnić się	wyodrębnienie się
odciąć się	odcięcie się
wydzielić się	wydzielenie się
indywidualizować się	indywidualizowanie się
zindywidualizować się	zindywidualizowanie się
ujednolicać się	ujednolicanie się
homogenizować się	homogenizowanie się
ujednolicić się	ujednolicenie się
różnicować się	różnicowanie się
zróżnicować się	zróżnicowanie się
różnicować się	różnicowanie się
zróżnicować się	zróżnicowanie się
obowiązywać	obowiązywanie
odkryć	odkrycie
odkryć	odkrycie
odkryć	odkrycie
wykrywać	wykrywanie
odkrywać	odkrywanie
odkrywać	odkrywanie
zwracać uwagę	zwracanie uwagi
odkrywać	odkrywanie
oprzeć	oparcie
opierać	opieranie
oprzeć się	oparcie się
zasadzić się	zasadzenie się
utykać	utykanie
utknąć	utknięcie
utknąć	utknięcie
utknąć	utknięcie
utknąć	utknięcie
więznąć	więźnięcie
grzęznąć	grzęźnięcie
uwięznąć	uwięźnięcie
ugrzęznąć	ugrzęźnięcie
przystępować	przystępowanie
grzęznąć	grzęźnięcie
grzęznąć	grzęźnięcie
podejść	podejście
zajść	zajście
ugrzęznąć	ugrzęźnięcie
ugrzęznąć	ugrzęźnięcie
podejść	podejście
utkwić	utkwienie
podchodzić	podchodzenie
podejść	podejście
utkwić	utkwienie
serwować	serwowanie
podawać	podawanie
rozwlec	rozwleczenie
rozwlec	rozwleczenie
przynosić	przynoszenie
rozwlec	rozwleczenie
rozwlec	rozwleczenie
rozwlekać	rozwlekanie
rozwlekać	rozwlekanie
rozwlekać	rozwlekanie
rozwlekać	rozwlekanie
zakazić	zakażenie
zakażać	zakażanie
zarazić	zarażenie
zarazić	zarażenie
postawić	postawienie
wybudować	wybudowanie
wylecieć	wylecenie
wylecieć	wylecenie
wylecieć	wylecenie
postawić	postawienie
postawić	postawienie
zafundować	zafundowanie
wylecieć	wylecenie
fundować	fundowanie
stawiać	stawianie
postawić	postawienie
postawić	postawienie
wylecieć	wylecenie
stawiać	stawianie
stawiać	stawianie
stawiać	stawianie
odbąkiwać	odbąkiwanie
przedłużać	przedłużanie
odbąknąć	odbąknięcie
wylatywać	wylatywanie
odburkiwać	odburkiwanie
odburknąć	odburknięcie
wydłużać	wydłużanie
wylatywać	wylatywanie
odwarkiwać	odwarkiwanie
odwarknąć	odwarknięcie
oddzwaniać	oddzwanianie
zwrócić	zwrócenie
odtelefonowywać	odtelefonowywanie
oddzwonić	oddzwonienie
wylatywać	wylatywanie
odtelefonować	odtelefonowanie
wylatywać	wylatywanie
podłużyć	podłużenie
odkrzykiwać	odkrzykiwanie
podłużać	podłużanie
wylatywać	wylatywanie
odwrzaskiwać	odwrzaskiwanie
odkrzyknąć	odkrzyknięcie
dawać odpowiedź	dawanie odpowiedzi
odpierać	odpieranie
odrzekać	odrzekanie
udzielać odpowiedzi	udzielanie odpowiedzi
dać odpowiedź	danie odpowiedzi
odwlec	odwleczenie
udzielić odpowiedzi	udzielenie odpowiedzi
odwlekać	odwlekanie
odeprzeć	odparcie
odłożyć	odłożenie
odłożyć	odłożenie
odkładać	odkładanie
odkładać	odkładanie
odkładać	odkładanie
odpowiadać	odpowiadanie
odpowiedzieć	odpowiedzenie
odpowiadać	odpowiadanie
odpowiedzieć	odpowiedzenie
odpowiadać	odpowiadanie
oddawać	oddawanie
odpowiedzieć	odpowiedzenie
oddać	oddanie
odpowiadać	odpowiadanie
odpowiedzieć	odpowiedzenie
beknąć	beknięcie
pierdyknąć	pierdyknięcie
wypić piwo	wypicie piwa
pić piwo	picie piwa
wyjęzyczać się	wyjęzyczanie się
wyjęzyczyć się	wyjęzyczenie się
wyrażać się	wyrażanie się
wysławiać się	wysławianie się
wyszczególniać się	wyszczególnianie się
wyrazić się	wyrażenie się
wysłowić się	wysłowienie się
wyszczególnić się	wyszczególnienie się
odpowiadać	odpowiadanie
konweniować	konweniowanie
leżeć	leżenie
urządzać	urządzanie
smakować	smakowanie
kłuć w zęby	kłucie w zęby
przypadać do smaku	przypadanie do smaku
odpowiadać	odpowiadanie
przystawać	przystawanie
uzupełniać się	uzupełnianie się
dopełniać się	dopełnianie się
uzupełniać się	uzupełnianie się
uzupełnić się	uzupełnienie się
dopełnić się	dopełnienie się
uzupełnić się	uzupełnienie się
pisać	pisanie
pisać	pisanie
rozróżnić	rozróżnienie
rozeznawać	rozeznawanie
orientować się	orientowanie się
rozeznać	rozeznanie
rozeznawać się	rozeznawanie się
rozróżniać	rozróżnianie
poznać	poznanie
poznawać	poznawanie
dowiadywać się	dowiadywanie się
rozróżnić	rozróżnienie
rozróżnić	rozróżnienie
rozróżniać	rozróżnianie
poznać	poznanie
poznawać	poznawanie
poznać	poznanie
poznawać	poznawanie
poznawać	poznawanie
ablaktować	ablaktowanie
ablaktować	ablaktacja
poznać	poznanie
poznawać	poznawanie
uchylać	uchylanie
uchylić	uchylenie
zaznajomić	zaznajomienie
zaznajamiać	zaznajamianie
abrogować	abrogowanie
abrogować	abrogacja
afiszować	afiszowanie
aklimatyzować	aklimatyzowanie
aklimatyzować	aklimatyzacja
zaaklimatyzować	zaaklimatyzowanie
alergizować	alergizowanie
rozpijać	rozpijanie
przenieść	przeniesienie
alkoholizować	alkoholizowanie
alkoholizować	alkoholizacja
rozpić	rozpicie
przepisywać	przepisywanie
aluminiować	aluminiowanie
dać awans	danie awansu
glinować	glinowanie
glinować	glinowanie
glinować	glinowanie
ambasadorować	ambasadorowanie
anarchizować	anarchizowanie
anarchizować	anarchizowanie
strzyc	strzyżenie
obcinać	obcinanie
ostrzyc	ostrzyżenie
obciąć	obcięcie
anglezować	anglezowanie
cieniować	cieniowanie
wycieniowywać	wycieniowywanie
wycieniować	wycieniowanie
trymować	trymowanie
angobować	angobowanie
łagodnieć	łagodnienie
złagodnieć	złagodnienie
anieleć	anielenie
pokornieć	pokornienie
potulnieć	potulnienie
spokornieć	spokornienie
spotulnieć	spotulnienie
ankietować	ankietowanie
ankietować	ankieta
ankietyzować	ankietyzowanie
ankrować	ankrowanie
anulować	anulowanie
odwoływać się	odwoływanie się
apelować	apelant
apelować	apelowanie
odwołać się	odwołanie się
zaapelować	zaapelowanie
apercypować	apercypowanie
apercypować	apercepcja
aprowidować	aprowidowanie
aprowidować	aprowizacja
oddalić	oddalenie
oddalić	oddalenie
oddalić	oddalenie
oddalić	oddalenie
oddalić	oddalenie
oddalać	oddalanie
oddalać	oddalanie
oddalać	oddalanie
oddalać	oddalanie
oddalać	oddalanie
oddalać	oddalanie
stylizować	stylizowanie
przesiedlić	przesiedlenie
antykizować	antykizowanie
archaizować	archaizowanie
przenieść	przeniesienie
dialektyzować	dialektyzowanie
przenosić	przenoszenie
przenosić	przenoszenie
przelatywać	przelatywanie
klasycyzować	klasycyzowanie
uklasyczniać	uklasycznianie
wystylizować	wystylizowanie
uklasycznić	uklasycznienie
odsunąć	odsunięcie
przelecieć	przelecenie
odsunąć	odsunięcie
przenieść	przeniesienie
poetyzować	poetyzowanie
odsunąć	odsunięcie
odsunąć	odsunięcie
kaligrafować	kaligrafowanie
przenosić	przenoszenie
odsuwać	odsuwanie
odsuwać	odsuwanie
odsuwać	odsuwanie
upoetyczniać	upoetycznianie
upoetycznić	upoetycznienie
wystukiwać	wystukiwanie
zawiewać	zawiewanie
wystukać	wystukanie
kadmować	kadmowanie
kadzić	kadzenie
okadzać	okadzanie
produkować	produkowanie
produkować	produkcja
realizować	realizowanie
realizować	realizacja
pomagać	pomaganie
skutkować	skutkowanie
przydawać się	przydawanie się
zdawać się	zdawanie się
okadzić	okadzenie
kalandrować	kalandrowanie
wyprodukować	wyprodukowanie
zrealizować	zrealizowanie
realizować	realizowanie
zrealizować	zrealizowanie
pomóc	pomożenie
spieniężyć	spieniężenie
spieniężać	spieniężanie
poskutkować	poskutkowanie
kalcynować	kalcynowanie
pompować	pompowanie
napompować	napompowanie
przełożyć	przełożenie
przełożyć	przełożenie
przełożyć	przełożenie
przełożyć	przełożenie
przełożyć	przełożenie
przybliżyć	przybliżenie
podtykać	podtykanie
podetknąć	podetknięcie
odgrywać	odgrywanie
odegrać	odegranie
serwować	serwowanie
zaserwować	zaserwowanie
dośrodkowywać	dośrodkowywanie
centrować	centrowanie
centrować	centra
dośrodkować	dośrodkowanie
scentrować	scentrowanie
przekładać	przekładanie
przekładać	przekładanie
przekładać	przekładanie
przekładać	przekładanie
przekładać	przekład
przekładać	przekładanie
kłaść	kładzenie
kłaść	kładzenie
kłaść	kładzenie
układać	układanie
układać	układanie
ułożyć	ułożenie
ułożyć	ułożenie
grać rolę	granie roli
tłumaczyć	tłumaczenie
tłumaczyć	tłumaczenie
tłumaczyć	tłumaczenie
tłumaczyć	tłumaczenie
tłumaczyć	tłumaczenie
przetłumaczyć	przetłumaczenie
przetłumaczyć	przetłumaczenie
rozmienić	rozmienienie
rozmieniać	rozmienianie
znajdować	znajdowanie
znaleźć	znalezienie
wytłumaczyć	wytłumaczenie
żyć	życie
żyć	życie
współżyć	współżycie
żyć	życie
żyć	życie
traktować	traktowanie
poddawać	poddawanie
traktować	traktowanie
traktować	traktowanie
potraktować	potraktowanie
poddać	poddanie
prowadzić życie	prowadzenie życia
wracać	wracanie
wracać	wracanie
wracać	wracanie
wracać	wracanie
wracać	wracanie
wracać	wracanie
wrócić	wrócenie
wskazać	wskazanie
wskazać	wskazanie
wskazywać	wskazywanie
wytypować	wytypowanie
wyznaczyć	wyznaczenie
usprawiedliwić	usprawiedliwienie
usprawiedliwić	usprawiedliwienie
usprawiedliwić	usprawiedliwienie
usprawiedliwiać	usprawiedliwianie
usprawiedliwiać	usprawiedliwianie
dybać	dybanie
usprawiedliwiać	usprawiedliwianie
roztrząsać	roztrząsanie
wspomnieć	wspomnienie
oblać	oblanie
oblać	oblanie
oblać	oblanie
oblać	oblanie
oblewać	oblewanie
oblewać	oblew
oblewać	oblewanie
oblewać	oblewanie
oblewać	oblewanie
oblewać	oblewanie
oblać	oblanie
wymazywać	wymazywanie
zapomnieć	zapomnienie
zapominać	zapominanie
zapomnieć	zapomnienie
zapominać	zapominanie
zapomnieć	zapomnienie
zapominać	zapominanie
zapomnieć	zapomnienie
zapominać	zapominanie
spotykać	spotykanie
zaznajamiać się	zaznajamianie się
zapoznawać się	zapoznawanie się
spotkać	spotkanie
poznać się	poznanie się
spiknąć	spiknięcie
poznawać się	poznawanie się
zapoznawać	zapoznawanie
poznawać	poznawanie
zapoznać	zapoznanie
spotykać	spotykanie
spotkać	spotkanie
dopadać	dopadanie
doczekać się	doczekanie się
doigrać się	doigranie się
dosięgać	dosięganie
dosięgnąć	dosięgnięcie
spotykać	spotykanie
spotkać	spotkanie
nawiedzać	nawiedzanie
ogarniać	ogarnianie
nawiedzić	nawiedzenie
ogarnąć	ogarnięcie
dotykać	dotykanie
dotknąć	dotknięcie
spadać	spadanie
doczekiwać się	doczekiwanie się
doigrywać się	doigrywanie się
walić się	walenie się
zwalać się	zwalanie się
dopaść	dopadnięcie
spaść	spadnięcie
zwalić się	zwalenie się
dawać początek	dawanie początku
poczynać	poczynanie
robić pierwszy krok	robienie pierwszego kroku
dać początek	danie początku
zrobić pierwszy krok	zrobienie pierwszego kroku
zaczynać	zaczynanie
zacząć	zaczęcie
zaczynać	zaczyn
zaczynać	zaczynanie
zacząć	zaczęcie
zaczynać	zaczynanie
napoczynać	napoczynanie
naruszać	naruszanie
odejmować	odejmowanie
ujmować	ujmowanie
odjąć	odjęcie
ująć	ujęcie
zacząć	zaczęcie
napocząć	napoczęcie
naruszyć	naruszenie
zaczynać	zaczynanie
zacząć	zaczęcie
pomniejszać	pomniejszanie
pomniejszyć	pomniejszenie
zaczynać	zaczynanie
zadzierać	zadzieranie
zacząć	zaczęcie
zadrzeć	zadarcie
zadzierać	zadzieranie
naddzierać	naddzieranie
zadrzeć	zadarcie
nadedrzeć	naddarcie
trafiać	trafianie
utrafiać	utrafianie
wcelowywać	wcelowywanie
celować	celowanie
dosięgać	dosięganie
dosięgnąć	dosięgnięcie
trafiać	trafianie
trafić	trafienie
całkować	całkowanie
całkować	całkowanie
obozować	obozowanie
biwakować	biwakowanie
campingować	campingowanie
kempingować	kempingowanie
cegiełkować	cegiełkowanie
celować	celowanie
cenzurować	cenzurowanie
cenzurować	cenzurowanie
cenzurować	cenzura
ocenzurować	ocenzurowanie
zacerować	zacerowanie
chałturzyć	chałturzenie
chałturzyć	chałtura
chamieć	chamienie
ordynarnieć	ordynarnienie
schamieć	schamienie
zordynarnieć	zordynarnienie
