cisnąć	ciskać
rozregulować się	rozregulowywać się
upłynnić	upłynniać
upłynnić	upłynniać
zarżnąć	zarzynać
ubić	ubijać
ubić	bić
wygenerować	generować
potasować	tasować
zalogować się	zalogowywać się
wylogować się	wylogowywać się
przywołać	przywoływać
zbesztać	besztać
ochrzanić	ochrzaniać
spieprzyć się	spieprzać się
zjebać się	jebać się
schrzanić się	chrzanić się
przytoczyć	przytaczać
ogłosić	ogłaszać
ogłosić	ogłaszać
odwodnić	odwodniać
odwodnić	odwadniać
przebić	przebijać
przebić	przebijać
przebić	przebijać
przebić się	przebijać się
przeistoczyć	przeistaczać
przeistoczyć się	przeistaczać się
przeobrazić się	przeobrażać się
rozkwitnąć	rozkwitać
zakwitnąć	zakwitać
roznieść	roznosić
rozprzestrzenić	rozprzestrzeniać
roznieść	roznosić
rozpaść się	rozpadać się
rozpaść się	rozpadać się
rozłożyć się	rozkładać się
nawilżyć	nawilżać
roztopić się	roztapiać się
stopić się	topić się
rozpłynąć się	rozpływać się
rozlać się	rozlewać się
odwodnić	odwodniać
rozpłynąć się	rozpływać się
zdechnąć	zdychać
odwodnić	odwodniać
wymienić się	wymieniać się
zamienić się	zamieniać się
zamienić się	zamieniać się
przewiercić	przewiercać
prześwidrować	prześwidrowywać
załamać	załamywać
załamać	załamywać
zarwać	zarywać
zlać się	zlewać się
spierdzielić się	spierdzielać się
podszyć	podszywać
podszyć	podszywać
otworzyć	otwierać
przypisać	przypisywać
przypisać	przypisywać
podszyć się	podszywać się
dopisać	dopisywać
dopisać	dopisywać
dopisać	dopisywać
zwrócić uwagę	zwracać uwagę
zaznaczyć	zaznaczać
spisać	spisywać
spisać	spisywać
wyznaczyć	wyznaczać
rozpisać się	rozpisywać się
uwolnić	uwalniać
oswobodzić	oswabadzać
oswobodzić	oswobadzać
oczyścić	oczyszczać
zakreślić	zakreślać
wymrozić	wymrażać
wymrozić	wymrażać
wymrozić	wymrażać
wymarznąć	wymarzać
wymarznąć	wymarzać
wymrozić się	wymrażać się
opieczętować	opieczętowywać
podnieść	podnosić
unieść	unosić
podnieść	podnosić
podnieść	podnosić
podsypać	podsypywać
podbudować	podbudowywać
podnieść	podnosić
podnieść	podnosić
podnieść	podnosić
podnieść	podnosić
podważyć	podważać
zrobić się	robić się
zrobić się	robić się
przygotować	przygotowywać
przyszykować	przyszykowywać
zrobić się	robić się
zrobić się	robić się
zwinąć się	zwijać się
zrolować się	rolować się
podyktować	dyktować
podyktować	dyktować
poprawić	poprawiać
poprawić	poprawiać
poszerzyć	poszerzać
przybliżać	przybliżyć
zbliżyć	zbliżać
zaznajomić	zaznajamiać
skłonić	skłaniać
wpisać się	wpisywać się
wyczerpać	wyczerpywać
wyczerpać	wyczerpywać
wyczerpać	wyczerpywać
wzmocnić	wzmacniać
wzmocnić	wzmacniać
wzmocnić	wzmacniać
zbrukać	brukać
wyswobodzić	wyswabadzać
wyswobodzić	wyswobadzać
wypisać	wypisywać
wypisać	wypisywać
wypisać	wypisywać
wypisać	wypisywać
wypisać się	wypisywać się
wypisać się	wypisywać się
usłyszeć	słyszeć
zaakcentować	akcentować
zaakcentować	akcentować
uknuć	knuć
wysłużyć się	wysługiwać się
zaczytać	zaczytywać
wydoić	doić
zaczytać	zaczytywać
zmanipulować	manipulować
wyeksploatować	eksploatować
nadużyć	nadużywać
użyć	używać
spożytkować	spożytkowywać
użyć	używać
wyzyskać	wyzyskiwać
wyeksploatować	eksploatować
zaprezentować	prezentować
zgłaszać	zgłosić
pogwizdać	pogwizdywać
zademonstrować	demonstrować
zamanifestować	manifestować
oznakować	znakować
wydać głos	wydawać głos
oczytać się	oczytywać się
wyczytać	wyczytywać
wyczytać	wyczytywać
wyczytać	wyczytywać
odczytać	odczytywać
odczytać	odczytywać
rozśpiewać się	rozśpiewywać się
rozszczekać się	rozszczekiwać się
sczytać	sczytywać
sczytać	sczytywać
odczytać	odczytywać
doczytać	doczytywać
wczytać się	wczytywać się
odszyfrować	odszyfrowywać
rozszyfrować	rozszyfrowywać
zakodować	zakodowywać
zakodować	kodować
narosnąć	narastać
narosnąć	narastać
spotęgować się	potęgować się
przepoić	przepajać
przesycić	przesycać
przesycić	przesycać
przesycić	przesycać
przepoić	przepajać
przerodzić się	przeradzać się
podnieść się	podnosić się
wezbrać	wzbierać
wezbrać	wzbierać
napłynąć	napływać
wezbrać	wzbierać
wezbrać	wzbierać
zaślepić	zaślepiać
zeżreć	zżerać
napomnieć	napominać
uspokoić się	uspokajać się
ułagodzić się	ułagadzać się
uspokoić się	uspokajać się
udzielić rozgrzeszenia	udzielać rozgrzeszenia
dać rozgrzeszenie	dawać rozgrzeszenie
dobiec	dobiegać
zbliżyć się	zbliżać się
nadejść	nadchodzić
nadciągnąć	nadciągać
wyprzeć	wypierać
pochylić się	pochylać się
skłonić się	skłaniać się
zniżyć się	zniżać się
zabić się	zabijać się
dobiec	dobiegać
wyparować	wyparowywać
wyparować	wyparowywać
wyparować	wyparowywać
dobiec	dobiegać
dobiec	dobiegać
pogonić	gonić
polecieć	lecieć
przepakować	przepakowywać
pogalopować	galopować
pośpieszyć	pośpieszać
pogonić	poganiać
pospieszyć	pospieszać
przynaglić	przynaglać
popełnić	popełniać
przebrać	przebierać
przekwitnąć	przekwitać
przekwitnąć	przekwitać
zwiędnąć	więdnąć
zwiędnąć	więdnąć
zestarzeć się	starzeć się
zestarzeć się	starzeć się
zestarzeć się	starzeć się
unieważnić się	unieważniać się
zdezaktualizować się	dezaktualizować się
zestarzeć się	starzeć się
zzielenieć	zielenieć
zazielenić się	zielenić się
zabarwić się	zabarwiać się
zazielenić	zazieleniać
napoić	poić
poić się	napoić się
nawrócić się	nawracać się
nawrócić się	nawracać się
przepełnić	przepełniać
przepełnić	przepełniać
wypełnić	wypełniać
zapełnić	zapełniać
przepełnić się	przepełniać się
rozprząc	rozprzęgać
rozprząc	rozprzęgać
zalesić	zalesiać
zrekultywować	rekultywować
odkodować	odkodowywać
rozkodować	rozkodowywać
przywalić	przywalać
przywalić	przywalać
przywalić	przywalać
zaszyfrować	szyfrować
zaszyfrować	zaszyfrowywać
rozszyfrować	rozszyfrowywać
odszyfrować	odszyfrowywać
przygrzać	przygrzewać
przygrzać	przygrzewać
wyzwać	wyzywać
nagrzać	nagrzewać
rozgrzać	rozgrzewać
zagrzać	zagrzewać
ocieplić	ocieplać
ocieplić	ocieplać
podgrzać	podgrzewać
podgrzać	podgrzewać
zaostrzyć	zaostrzać
zaostrzyć	zaostrzać
zaostrzyć	zaostrzać
odgrzać	odgrzewać
odgrzać	odgrzewać
przyrżnąć	przyrzynać
posądzić	posądzać
zboczyć	zbaczać
obsmarować	obsmarowywać
obsmarować	obsmarowywać
rozpruć się	rozpruwać się
spuścić się	spuszczać się
spuścić się	spuszczać się
wczołgać się	wczołgiwać się
wyczołgać się	wyczołgiwać się
wypełznąć	wypełzać
oszwabić	oszwabiać
zdobyć podstępem	zdobywać podstępem
rypnąć	rypać
wyłudzić	wyłudzać
wycyganić	wycyganiać
łupnąć	łupać
zlicytować	licytować
przelicytować	przelicytowywać
imponować	zaimponować
przecieknąć	przeciekać
przecieknąć	przeciekać
przecieknąć	przeciekać
przeciec	przeciekać
przeciec	przeciekać
przeciec	przeciekać
wyciec	wyciekać
wyciec	wyciekać
wyciec	wyciekać
wycieknąć	wyciekać
wycieknąć	wyciekać
wycieknąć	wyciekać
zagrabić	grabić
ograbić	ograbiać
zgrabić	grabić
zagrabić	zagrabiać
odnaleźć	odnajdywać
odnaleźć	odnajdować
rozgrabić	rozgrabiać
odnaleźć	odnajdywać
odnaleźć	odnajdować
odnaleźć	odnajdywać
odnaleźć	odnajdować
odnaleźć się	odnajdywać się
odnaleźć się	odnajdować się
odnaleźć się	odnajdywać się
odnaleźć się	odnajdować się
trafić	trafiać
trafić	trafiać
trafić	trafiać
trafić	trafiać
zaryglować	zaryglowywać
wleźć	włazić
wdepnąć	wdeptywać
wleźć	włazić
wleźć	włazić
wleźć	włazić
wleźć	włazić
wleźć	włazić
wleźć	włazić
dojrzeć	dojrzewać
ochłodzić	ochładzać
schłodzić	schładzać
ochłodzić	ochładzać
ostudzić	studzić
przemoknąć	przemakać
przerysować	przerysowywać
przerysować	przerysowywać
spiec	spiekać
przypiec	przypiekać
podpiec	podpiekać
spiec	spiekać
poprosić	prosić
ośmieszyć	ośmieszać
zaprosić	prosić
zaprosić	zapraszać
zadrwić	drwić
zreperować	reperować
wyłysieć	łysieć
nareperować	reperować
odebrać	odbierać
odebrać	odbierać
odebrać	odbierać
odebrać	odbierać
ukamienować	kamienować
zabrzmieć	brzmieć
przebrzmieć	przebrzmiewać
rozbrzmieć	rozbrzmiewać
spiec	spiekać
skleić się	sklejać się
umrzeć	umierać
zaliczyć	zaliczać
prześlizgnąć się	prześlizgiwać się
prześliznąć się	prześlizgiwać się
przekraść się	przekradać się
prześlizgnąć się	prześlizgiwać się
prześliznąć się	prześlizgiwać się
ściągnąć	ściągać
ściągnąć	ściągać
ściągnąć	ściągać
ściągnąć	ściągać
ściągnąć	ściągać
ściągnąć	ściągać
ściągnąć	ściągać
ściągnąć	ściągać
uciszyć	uciszać
trysnąć	tryskać
strzyknąć	strzykać
wytrysnąć	wytryskać
wytrysnąć	wytryskiwać
trysnąć	tryskać
strzyknąć	strzykać
wytrysnąć	wytryskać
wytrysnąć	wytryskiwać
otrzeźwić się	otrzeźwiać się
zaprowadzić	prowadzić
zbadać się	badać się
doposażyć	doposażać
odpaść się	odpasać się
przeszczepić	przeszczepiać
przeszczepić	przeszczepiać
przepieprzyć	przepieprzać
odtajać	tajać
odtajać	tajać
rozmarznąć	rozmarzać
zmięknąć	mięknąć
odczekać	odczekiwać
odechcieć się	odechciewać się
pomówić	pomawiać
zutylizować	utylizować
zdopingować	dopingować
polać się	polewać się
ochlapać	ochlapywać
prześlizgnąć się	prześlizgiwać się
prześliznąć się	prześlizgiwać się
uskoczyć	uskakiwać
wśliznąć	wślizgiwać
wślizgnąć się	wślizgiwać się
wśliznąć się	wślizgiwać się
wsunąć się	wsuwać się
wślizgnąć się	wślizgiwać się
wśliznąć się	wślizgiwać się
wyplątać	wyplątywać
wyplątać się	wyplątywać się
wyplątać się	wyplątywać się
napłynąć	napływać
prysnąć	pryskać
przelać się	przelewać się
przesączyć się	przesączać się
rozlać się	rozlewać się
spłynąć	spływać
spłynąć	spływać
spłynąć	spływać
wlać się	wlewać się
wlać się	wlewać się
zniżyć się	zniżać się
zniżyć się	zniżać się
zlecieć	zlatywać
zlecieć	zlatywać
zlecieć	zlatywać
wzlecieć	wzlatywać
wyciągnąć	wyciągać
wyciągnąć	wyciągać
wyciągnąć	wyciągać
wyprysnąć	wypryskiwać
wyciągnąć	wyciągać
wyciągnąć	wyciągać
wyciągnąć	wyciągać
wyciągnąć	wyciągać
wyciągnąć	wyciągać
wypryskać	wypryskiwać
wyswobodzić	wyswobadzać
wyzwolić	wyzwalać
wyswabadzać	wyswobodzić
obrysować	obrysowywać
wyswobodzić się	wyswabadzać się
wyswobodzić się	wyswobadzać się
wyzwolić się	wyzwalać się
wyzwolić	wyzwalać
wyswobodzić się	wyswabadzać się
wyswobodzić się	wyswobadzać się
uwolnić się	uwalniać się
wyzwolić się	wyzwalać się
oswobodzić się	oswobadzać się
oswobodzić	oswabadzać
wyfrunąć	wyfruwać
wyfrunąć	wyfruwać
wyfrunąć	wyfruwać
sfrunąć	sfruwać
przybiec	przybiegać
przylecieć	przylatywać
przelecieć	przelatywać
przelecieć	przelatywać
przelecieć	przelatywać
przelecieć	przelatywać
przefrunąć	przefruwać
podlecieć	podlatywać
podlecieć	podlatywać
odlecieć	odlatywać
odfrunąć	odfruwać
odfrunąć	odfruwać
oddalić się	oddalać się
oblecieć	oblatywać
oblecieć	oblatywać
oblecieć	oblatywać
oblecieć	oblatywać
nadlecieć	nadlatywać
nadlecieć	nadlatywać
zasadzić	zasadzać
osnuć	osnuwać
osnuć	osnuwać
przykroić	przykrawać
rozkuć	rozkuwać
udziwnić	udziwniać
mignąć	migać
mignąć	migać
odsłonić się	odsłaniać się
zakryć	zakrywać
odsłonić się	odsłaniać się
odsłonić	odsłaniać
odsłonić się	odsłaniać się
przełamać	przełamywać
przełamać się	przełamywać się
przełamać	przełamywać
rozpieścić się	rozpieszczać się
rozciągnąć się	rozciągać się
zażółcić	zażółcać
zwidzieć się	zwidywać się
zmarszczyć	marszczyć
zmarszczyć	marszczyć
naciągnąć	naciągać
naciągnąć	naciągać
naciągnąć	naciągać
naciągnąć	naciągać
podciągnąć	podciągać
podciągnąć	podciągać
podciągnąć	podciągać
podciągnąć	podciągać
rozciąć	rozcinać
zakryć	zakrywać
zaszyć	zaszywać
zeszyć	zeszywać
zaszyć	zaszywać
zaszyć	zaszywać
zsunąć	zsuwać
oszołomić	oszołamiać
oszołomić	oszołamiać
oszołomić	oszałamiać
najść	nachodzić
najść	nachodzić
nasunąć	nasuwać
nasunąć się	nasuwać się
nasunąć się	nasuwać się
rozwiać	rozwiewać
rozwiać	rozwiewać
rozsypać się	rozsypywać się
rozwiać	rozwiewać
rozsypywać się	rozsypać się
rozwiać się	rozwiewać się
rozprząc się	rozprzęgać się
rozprzęgnąć się	rozprzęgać się
rozluźnić się	rozluźniać się
rozwiać	rozwiewać
rozwiać się	rozwiewać się
rozwiać się	rozwiewać się
skurczyć się	kurczyć się
stopnieć	topnieć
skurczyć się	kurczyć się
zeszczupleć	szczupleć
ubyć	ubywać
rozkurczyć się	rozkurczać się
rozluźnić się	rozluźniać się
ściągać się	ściągnąć się
wklęsnąć	wklęsać
zaklęsnąć	zaklęsać
sprężyć	sprężać
sprężyć	sprężać
sprężyć	sprężać
zapaść się	zapadać się
wydobyć	wydobywać
wydobyć	wydobywać
zakotwiczyć	zakotwiczać
wysunąć	wysuwać
wycisnąć	wyciskać
wycisnąć	wyciskać
wycisnąć	wyciskać
wycisnąć	wyciskać
wyżąć	wyżymać
wyżąć	wyżynać
zaćmić	ćmić
skupić	skupiać
dostawić	dostawiać
dostawić	dostawiać
dostawić	dostawiać
skondensować	kondensować
przystawić	przystawiać
przyssać się	przysysać się
przytrzasnąć	przytrzaskiwać
przytrzasnąć	przytrzaskiwać
wygiąć się	wyginać się
spełznąć	spełzać
ulecieć	ulatywać
ulecieć	ulatywać
ulotnić się	ulatniać się
ulotnić się	ulatniać się
ulotnić się	ulatniać się
spolszczyć się	polszczyć się
odzwyczaić się	odzwyczajać się
zawarować	zawarowywać
wykąpać	kąpać
wypłakać się	wypłakiwać się
wypłakać	wypłakiwać
obiec	obiegać
obiec	obiegać
przefiltrować	przefiltrować
przefiltrować	przefiltrowywać
przefiltrować	filtrować
przefiltrować	przefiltrowywać
przefiltrować	filtrować
zbić	zbijać
zbić	zbijać
zbić	zbijać
odholować	odholowywać
uhonorować	honorować
uhonorować	honorować
rozbić	rozbijać
rozbić	rozbijać
rozbić	rozbijać
rozbić	rozbijać
rozbić	rozbijać
ubić	bić
ubić	ubijać
zamortyzować	amortyzować
utonąć	tonąć
utopić się	topić się
zawirować	wirować
utonąć	tonąć
utonąć	tonąć
utonąć	tonąć
walić się	zwalić się
zawalić się	walić się
wystrzelić	wystrzeliwać
wystrzelić	wystrzeliwać
dobyć	dobywać
dobyć	dobywać
dobyć	dobywać
wykopać	wykopywać
wykopać	wykopywać
wykopać	kopać
skopać	skopywać
skopać	kopać
odstawić	odstawiać
odstawić	odstawiać
odstawić	odstawiać
odstawić	odstawiać
odstawić	odstawiać
odstawić	odstawiać
odstawić	odstawiać
zawisnąć	zawisać
odwrócić	odwracać
odwrócić	odwracać
zewrzeć się	zwierać się
przekręcić	przekręcać
obrócić	obracać
przekręcić	przekręcać
spuścić	spuszczać
spuścić	spuszczać
odreagować	odreagowywać
poskromić	poskramiać
okiełznać	okiełznywać
okiełzać	okiełzywać
utłuc	utłukiwać
utłuc	tłuc
pobić	bić
pobić	pobijać
dowalić	dowalać
wybić	wybijać
wybębnić	wybębniać
wybębnić	wybębniać
wytrącić	wytrącać
wytrącić	wytrącać
strzyknąć	strzykać
ujarzmić	ujarzmiać
ujarzmić	ujarzmiać
powściągnąć	powściągać
powściągnąć	powściągać
przemóc się	przemagać się
przełamać	przełamywać
zwalczyć	zwalczać
przerodzić	przeradzać
uśmierzyć	uśmierzać
uśmierzyć	uśmierzać
zmazać	zmazywać
nadużyć	nadużywać
narazić	narażać
spuścić	spuszczać
odwołać się	odwoływać się
uchwycić	chwycić
wycelować	celować
wycelować	celować
domknąć się	domykać się
dostąpić	dostępować
dożyć	dożywać
wydrążyć	drążyć
spłaszczyć	spłaszczać
rozpłaszczyć	rozpłaszczać
przypłaszczyć	przypłaszczać
uciec się	uciekać się
uciec się	uciekać się
wsławić się	wsławiać się
wykazać się	wykazywać się
dokonać	dokonywać
wykazać się	wykazywać się
dołożyć się	dokładać się
dozwolić	dozwalać
dozwolić	dozwalać
upatrzyć	upatrywać
zmodyfikować się	modyfikować się
polecić się	polecać się
polecić się	polecać się
wywieść	wywodzić
oddać się	oddawać się
wyprowadzić	wyprowadzać
przeniknąć się	przenikać się
stworzyć się	stwarzać się
wywieść	wywodzić
wyłączyć się	wyłączać się
obłaskawić	obłaskawiać
odchorować	odchorowywać
spopielić	spopielać
spopielić	popielić
skazać się	skazywać się
udusić się	dusić się
uiścić się	uiszczać się
zneutralizować się	neutralizować się
wykrwawić	wykrwawiać
wykrwawiać się	wykrwawić się
wyabstrahować	abstrahować
wykrwawiać się	wykrwawić się
wykrwawić się	wykrwawiać się
odrzeć	odzierać
uciąć	ciąć
uciąć	ucinać
odrzeć	odzierać
odrzeć	odzierać
odwodnić się	odwadniać się
rozjeździć	rozjeżdżać
uobecnić się	uobecniać się
wysączyć się	wysączać się
wysnuć	wysnuwać
wysnuć	wysnuwać
wysnuć	wysnuwać
zgęścić	zgęszczać
przejeść	przejadać
przetransferować	transferować
uskładać	składać
przepompować	przepompowywać
