trzmiel	trzmiele i trzmielce|trzmiele
sieweczka sundajska	sieweczki
sieweczka patagońska	sieweczki
sieweczka mongolska	sieweczki
sieweczka pustynna	sieweczki
mornel|sieweczka gniada	sieweczki
dropiatka	dropiatki
andówka rdzawobrzucha	andówki|poszwikowate
andówka mała	andówki|poszwikowate
długoszpon żółtoczelny	długoszpony
długoszpon krasnoczelny	długoszpony
długoszpon chiński	długoszpony
złotosłonka bengalska	złotosłonki|dziobówkowate
złotosłonka amerykańska	złotosłonki|dziobówkowate
preriowiec	kuliki
rycyk|szlamik rycyk	rycyki
gumiak	gumiakowate
mamea	gumiakowate
malpigia	malpigiowate
nadwodnik	nadwodnikowate
ochna|ołdzian	ochnowate|ołdzianowate
bukietnica Arnolda|raflezja Arnolda	bukietnicowate
wężogłówka zachodnioaustralijska	żółwie wężoszyjne|żółwie wężoszyje|matamatowate
żółw indochiński	batagurowate|batagury
pokrzywiec	wilczomleczowate
rącznik	wilczomleczowate
żółw annamski	batagurowate|batagury
bagiennik trójlistwowy	batagurowate|batagury
płaskorupiec malajski	batagurowate|batagury
pudełecznik listwowy	batagurowate|batagury
żółw barwny	batagurowate|batagury
sakalia pawiooka	batagurowate|batagury
żółw gruboszyjny	batagurowate|batagury
anteozaur	dinocefale
jonkeria	dinocefale
tytanozuch	dinocefale
tapinocefal	dinocefale
tytanofon	dinocefale
soa-soa	agamowate|agamy
ulemozaur	dinocefale
terapsyd	terapsydy|gady ssakokształtne
bauria	terocefale
zaurokton	gorgonopsy
gorgonops	gorgonopsy
pelikozaur|pelykozaur	pelykozaury
waranozaur	ofiakomorfy
waranozaur	ofiakodonty
archeowenator	ofiakomorfy
archeowenator	ofiakodonty
waranops	ofiakomorfy
waranops	ofiakodonty
aerozaur	ofiakomorfy
aerozaur	ofiakodonty
waranodon	ofiakomorfy
waranodon	ofiakodonty
klepsydrops	ofiakodonty
asterionella	fragilariowate
tuliłezka	tuliłezkowate
trójskrzyn|koedium	wilczomleczowate
ankarapitek	orangowate
gigantopitek	orangowate
galechirus	anomodonty
suminia	anomodonty
clelandina	gorgonopsy
liściokwiat	liściokwiatowate
teju krokodylogonowy	tejowate|teidy|warany amerykańskie
edafozaur	edafozaury
kanaryjka niebieskoplama	jaszczurkowate|jaszczurki właściwe
cefalotus bukłakowaty	szczawikowce
kanaryjka mniejsza	jaszczurkowate|jaszczurki właściwe
róża girlandowa	dzikie róże
róża alpejska	dzikie róże
róża czerwonawa	dzikie róże
róża drobnokwiatowa	dzikie róże
grzebieniopalczyk lamparci	jaszczurkowate|jaszczurki właściwe
róża eliptyczna	dzikie róże
róża francuska	dzikie róże
jaszczurka czerwona	jaszczurkowate|jaszczurki właściwe
okadia pręgowana	batagurowate|batagury
abelizaur	abelizaury
indozaur	abelizaury
indozuch	abelizaury
ksenotarsozaur	abelizaury
terekaj	pelomeduzowate
rugops	abelizaury
ekryksinatozaur	abelizaury
ilokelezja	abelizaury
mażungazaur	abelizaury
radżazaur	abelizaury
skorpiowenator	abelizaury
aukazaur	abelizaury
karnotaur	abelizaury
achillezaur	alwarezaury
alwarezaur	alwarezaury
strzelec szorstkołuski	dusicielowate|dusiciele
patagonyk	alwarezaury
albertonyk	alwarezaury
ortomer	hadrozaury
heptasteornis	alwarezaury
probaktrozaur	hadrozauroidy
secenozaur	hadrozaury
mononyk	alwarezaury
telmatozaur	hadrozaury
parwikursor	alwarezaury
tespezjus	hadrozaury
szuwuja	alwarezaury
wulagazaur	hadrozaury płaskogłowe
aerosteon	allozauroidy
akrokantozaur	karcharodontozaury
nanjangozaur	hadrozauroidy
antrodem	allozaury
nipponozaur	korytozaury
beklespinaks	allozauroidy
eokarcharia	karcharodontozaury
olorotytan	korytozaury
epanterias	allozaury
erektopus	allozauroidy
fukuiraptor	allozauroidy
penelopognat	hadrozauroidy
giganotozaur	karcharodontozaury
jangczuanozaur	sinraptory
protohadros	hadrozauroidy
karcharodontozaur	karcharodontozaury
mapuzaur	karcharodontozaury
megaraptor	allozauroidy
ouranozaur|uranozaur	hadrozauroidy
metriakantozaur	sinraptory
neowenator	allozauroidy
sinraptor	sinraptory
dimetrodon	eupelykozaury
tyranotytan	karcharodontozaury
wakinozaur	allozaury
waldoraptor	karnozaury
zaurofaganaks	allozaury
siuanhanozaur	megalozauroidy
kondorraptor	megalozauroidy
inostrancewia	gorgonopsy
piatnickizaur	megalozauroidy
monolofozaur	megalozauroidy
estemmenozuch	dinocefale
ochojnik	ochojnikowate
mszyca bzowa	mszycowate
zdobniczka lipowa	mszycowate
miodownica dębówka	miodownicowate
miodownica dębowo-brzozowa	miodownicowate
miodownica sosnowa	miodownicowate
żararaka żółtoplama	grzechotnikowate|grzechotniki
konik pospolity	szarańczowate
konik ciepluszek	szarańczowate
konik brunatny	szarańczowate
konik wąsacz|konik łąkowy	szarańczowate
konik ciemny	szarańczowate
bezskrzydlak pieszy	szarańczowate
dołczan deresz	szarańczowate
dołczan wysmukły	szarańczowate
kobyłka syberyjska	szarańczowate
nadobnik włoski	szarańczowate
napierśnica ciemna	szarańczowate
siwoszek błękitny	szarańczowate
naboczeń	szarańczowate
brodawnica	szarańczowate
trajkotka czerwona	szarańczowate
złotawek nieparek	szarańczowate
mirka alpejska	szarańczowate
napierśnik torfowiskowy	szarańczowate
skakun szydłówka	skakunowate
skakun Wagi	skakunowate
trwożnica habu	grzechotnikowate|grzechotniki
mrowiszczak mrówkomirek	mrowiszczakowate|mrowiszczaki
pasikonik	pasikonikowate
zrówieńka	długoskrzydlakowe|długoskrzydlakowate
wątlik charłaj|wątlik punktowany	długoskrzydlakowe|długoskrzydlakowate
opaślik sosnowiec	długoskrzydlakowe|długoskrzydlakowate
długoskrzydlak sierposz	długoskrzydlakowe|długoskrzydlakowate
pstrokaczek ukraiński	długoskrzydlakowe|długoskrzydlakowate
podłatczyn	długoskrzydlakowe|długoskrzydlakowate
miecznik ciemny|miecznik brązowy	miecznikowate|mieczniki
miecznik łąkowy	miecznikowate|mieczniki
nadrzewek długoskrzydły	nadrzewkowate|nadrzewki
niećwierk puklerzówka	nadrzewkowate|nadrzewki
siodlarka stepowa	siodlarkowate|siodlarki
nocówka pustynna	nocówkowate
czakuela wyspowa	legwanowate|legwany
taśma	watkowce
gałęzatka	gałęzatkowce
acetabularia|parasolowiec	syfonowce
toczek	toczkowate
gromadnica	toczkowate
gwiazdoszek	chlorokokowce
pierwotek	pierwotkowate
zawłotnia	zawłotniowate
ramienica|chara	ramienicowce|ramienice właściwe|ramienice
mużocja	zrostnicowate
zrostnica	zrostnicowate
nowik	desmidie
watka|ulwa	watkowce
sowica białolica	sowice
sowica jastrzębia	sowice
płomykówka ziemna	płomykówki
róża gęstokolczasta	dzikie róże
róża jabłkowata	dzikie róże
róża Jundziłła	dzikie róże
róża polna|róża rolna	dzikie róże
róża pomarszczona|róża japońska|róża fałdzistolistna	dzikie róże
róża rdzawa|róża szkocka	dzikie róże
róża sina	dzikie róże
róża Wichury	dzikie róże
róża żółta	dzikie róże
róża wielokwiatowa	dzikie róże
śpieszek cieplarniany	śpieszkowate|śpieszki
psotnik|gryzek	psotniki|gryzki
acena	różowate
kikutnica	skorkowate
kikutniczka|kusokrywka	skorkowate
obcążnica nadbrzeżna|obcężnica	obcężnicowate
kleszczanka	kleszczankowate
straszyk|patyczak	straszyki|patyczaki
pleszczyk	pleszczykowate
tetrapod|czworonóg	tetrapody|czworonogi
żagnica	żagnicowate
skrytek	różowate
gadziogłówka	gadziogłówkowate
szklarnik	szklarnikowate
szablak	ważkowate
lecicha białoznaczna	ważkowate
lecicha mała	ważkowate
lecicha południowa	ważkowate
lecicha pospolita	ważkowate
szafranka czerwona	ważkowate
ważka czteroplama	ważkowate
ważka płaskobrzucha|ważka płaska	ważkowate
ważka żółta|ważka ruda	ważkowate
zalotka	ważkowate
tritylodon	trytylodonty
straszka pospolita|zimówka rudawa	pałątkowate
straszka północna|straszka syberyjska	pałątkowate
pałątka mała	pałątkowate
pałątka niebieskooka|pałątka podobna	pałątkowate
pałątka południowa	pałątkowate
pałątka pospolita	pałątkowate
pałątka wielkoplama	pałątkowate
pałątka zielona	pałątkowate
pióronóg zwykły	pióronogowate
pośnieżek	pośnieżkowate
sekodontozaur	eupelykozaury
sybaldia	różowate
sfenakodon	eupelykozaury
glaukozaur	edafozaury
eustreptospondyl	megalozaury
piwetozaur	megalozauroidy
jantazaur	edafozaury
streptospondyl	megalozauroidy
afrowenator	megalozaury
dubrillozaur	megalozaury
likenops	gorgonopsy
duriawenator	megalozaury
edmarka	megalozaury
megalozaur	megalozaury
torwozaur	megalozaury
bihariozaur	iguanodony|iguanodonty
syjamozaur	spinozaury
spinozaur	spinozaury
ofiakodon	ofiakodonty
cedrorest	iguanodony|iguanodonty
barionyks	barionyksy
drakonyks	kamptozaury
driozaur	driozaury
krystatuzaur	barionyksy
iguanodon|iguanodont	iguanodony|iguanodonty
suchomim	barionyksy
suchozaur	barionyksy
kamptozaur	kamptozaury
kelowozaur	driozaury
lurduzaur	iguanodony|iguanodonty
mantellizaur	iguanodony|iguanodonty
czilantajzaur	allozauroidy
mutaburazaur	iguanodony|iguanodonty
planikoksa	iguanodony|iguanodonty
rabdodon	rabdodony
szuangmiaozaur	iguanodony|iguanodonty
teiofytalia	iguanodony|iguanodonty
tenontozaur|tenantozaur	iguanodony|iguanodonty
waldozaur	driozaury
zalmokses	rabdodony
talenkauen	iguanodony|iguanodonty
kakuru	awerostry
żółw zawiasowy|zawiasek gładkobrzegi	żółwie lądowe
żółw płaskoogonowy	żółwie lądowe
moak wyżynny	moaki
żółw kanciasty	żółwie lądowe
moak ciężki	moaki
cierniec celebeski	batagurowate|batagury
żółw trawankurski	żółwie lądowe
daboja armeńska	żmije właściwe
daboja lewatyńska	żmije właściwe
żółw hiszpański	batagurowate|batagury
azjatycki żółw bagienny	batagurowate|batagury
mamutak|struś madagaskarski|epiornis|ptak-słoń	mamutaki
arau madagaskarski	pelomeduzowate
namulnik wielkogłowy	krzyżopiersiowate
efa zachodnioafrykańska	żmije właściwe
jaszczur z El Hierro	jaszczurkowate|jaszczurki właściwe
żółw chilijski	żółwie lądowe
żółw plamkogłowy	batagurowate|batagury
żółw kasztanowaty	pelomeduzowate
połoz psiogłowy	połozowate|wężowate|węże właściwe
akrazjowiec	akrazje|akrazjowce|łańcuszkorośla
różnowiciowiec	różnowiciowce
złotowiciowiec	złotowiciowce|złotki
glaukocystofit	glaukocystofity|glaukofity
zagaj czerwiogubny|mech korsykański	kraśnicowate
anfeltka złożona|anfelcja złożona	blaszkownicowate
haptofit	haptofity
tobołek	tobołki
kryptomonada	kryptomonady
lęgniowiec	lęgniowce|grzybopodobne lęgniowe|grzyby lęgniowe
skoczkowiec	skoczkowe
płaskowiec	płaskowce
nadecznik stawowy	gąbki pospolite|gąbki zwyczajne|gąbki różnoszkieletowe|gąbki niewapienne
nawodnik rzeczny	gąbki pospolite|gąbki zwyczajne|gąbki różnoszkieletowe|gąbki niewapienne
kostkowiec	kostkowce|kubopławy|kubomeduzy
praja	cewiopławy|rurkopławy
krążkopław	krążkopławy
kangnazaur	driozaury
sinocelur	teropody
czangczunzaur	ornitopody
filodon	ornitopody
oryktodrom	ornitopody
siluozaur	ornitopody
lonkozaur	ornitopody
brontoraptor	megalozaury
gasparinizaura	ornitopody
aniksozaur	celurozaury
archeornitoid	celurozaury
arkanzaur	celurozaury
belemodon	celurozaury
bicentenaria	celurozaury
kalamozaur	celurozaury
gojocefal	homalocefale
grawitol	pachycefalozaury
nedkolbertia	celurozaury
homalocefal	homalocefale
nkwebazaur	celurozaury
mikrocefal	pachycefalozaury
ornatotol	pachycefalozaury
nutetes	celurozaury
pachycefalozaur	pachycefalozaury
prenocefal	pachycefalozaury
ornitodesm	deinonychozaury
sferotol	pachycefalozaury
alaskacefal	pachycefalozaury
ornitolest	maniraptorokształtne
drakoreks	pachycefalozaury
ferganocefal	pachycefalozaury
hansuezja	pachycefalozaury
paleopteryks	celurozaury
pedopenna	celurozaury
rikardostezja	celurozaury
santanaraptor	celurozaury
scypionyks	celurozaury
kolepiocefal	pachycefalozaury
szanjangozaur	celurozaury
mikropachycefalozaur	pachycefalozaury
tuguluzaur	celurozaury
stenopeliks	pachycefalozaury
stygimoloch	pachycefalozaury
magnozaur	megalozaury
tylocefal	pachycefalozaury
altispinaks	spinozaury
wannanozaur	pachycefalozaury
protoceratops	protoceratopsy
mikroceratus	ceratopsy
graciliceratops	protoceratopsy
brewiceratops	protoceratopsy
leptoceratops	leptoceratopsy
megazostrodon	morganukodonty
brazilozaur	mezozaury
anapsyd	anapsydy
gregaryna	gregaryny|hurmaczki
bradyzaur	parejazaury
parejazaur	parejazaury
skutozaur	parejazaury
elginia	parejazaury
embritozaur	parejazaury
płucnica	tarczownicowate
cienik	tarczownicowate
mąkla	tarczownicowate
kruszownica	kruszownicowate
galaretnica	misecznicowce
archeotyris	ofiakodonty
deinodon	tyranozaury
aublysodon	tyranozaury
betazuch	abelizaury
udanoceratops	leptoceratopsy
kompsozuch	abelizaury
kryptops	abelizaury
montanoceratops	leptoceratopsy
ligabino	abelizauroidy
prenoceratops	leptoceratopsy
archeoceratops	archeoceratopsy
watongia	ofiakomorfy
watongia	ofiakodonty
azjaceratops	ceratopsy
czaojangzaur	czaojangzaury
jamaceratops	ceratopsy
psitakozaur	psitakozaury
siuanhuaceratops	czaojangzaury
platyceratops	ceratopsy
tetanur	tetanury
lamaceratops	ceratopsy
jinlong	ceratopsy
hongszanozaur	psitakozaury
bainoceratops	leptoceratopsy
anserimim	ornitomimy
archeornitomim	ornitomimy
dromicejomim	ornitomimy
gallimim	ornitomimy
ornitomim	ornitomimy
auroraceratops	neoceratopsy
sinornitomim	ornitomimy
strutiomim	ornitomimy
abriktozaur	heterodontozaury
celofyzoid	celofyzoidy
herrerazaur	herrerazaury
heterodontozaur	heterodontozaury
przytulinka|krucjata|przytulia	marzanowate
rolnica	marzanowate
iksora	marzanowate
diartrognatus	iktidozaury
morganukodon	morganukodonty
bangia	bangiowe
wypławek	wirki trójjelitowe|wypławki
przywra krwi	przywry wnętrzniaki|przywry digenetyczne
motyliczka wątrobowa	przywry wnętrzniaki|przywry digenetyczne
amfilina	tasiemce nieczłonowane|tasiemce niższe
kolczugowiec	kolczugowce
włośniak|nitnikowiec|drucieniec	nitnikowce|nitkowce|drucieńce
eszynantus	ostrojowate
kusoń andyjski	kusacze
kusoń patagoński	kusacze
andówka białobrzucha	andówki|poszwikowate
andówka szaropierśna	andówki|poszwikowate
długoszpon mały	długoszpony
długoszpon koralowy	długoszpony
długoszpon białobrewy	długoszpony
złotosłonka australijska	złotosłonki|dziobówkowate
szlamnik amerykański	rycyki
szlamnik zwyczajny|szlamnik|szlamnik rdzawy	rycyki
szlamnik duży	rycyki
ptilodus	wieloguzkowce
teniolabis	wieloguzkowce
skunks	skunksowate
pęcherznica|tawułowiec	różowate
prinsepia	różowate
świdośliwka|świdośliwa	różowate
pijawka kacza	pijawki ryjkowe
szczetnica	szczetnice|długoryjkowe
sikwiak	sikwiaki
kryzelnica	kryzelnice
rozdętka	rozdętkowate
szlamiec krótkodzioby	słonki
szlamiec długodzioby	słonki
słonka filipińska	słonki
bekas wyspowy	słonki
terekia	słonki
brodźczyk krótkodzioby	słonki
brodźczyk polinezyjski	słonki
brodźczyk białoskrzydły	słonki
brodźczyk rudobrewy	słonki
błotowiec	słonki
pigwa	różowate
miszpelnik|nieśplik	różowate
petrolakozaur	areoscelidy
protoklepsydrops	pelykozaury
protoklepsydrops	ofiakodonty
paraplakodus	plakodonty
plakodus	plakodonty
notozaur	notozaury
lariozaur	notozaury
cerezjozaur	notozaury
abeliofylum	oliwkowate
śniegowiec	oliwkowate
jaśmin	oliwkowate
attenborozaur	plezjozaury
elasmozaur	elasmozaury
kryptoklid	plezjozaury
leptoklid	romaleozaury
liopleurodon	pliozaury
kronozaur	pliozaury
peloneustes	pliozaury
brachauchenius	pliozaury
murenozaur	plezjozaury
libonektes	elasmozaury
pliozaur	pliozaury
plamica	plamicowate
tapetka	tarczownicowate
włostka	tarczownicowate
nibypłucnik	tarczownicowate
pustułka	tarczownicowate
przylepka	tarczownicowate
szarzynka	tarczownicowate
płaskotka	tarczownicowate
biedronecznik	tarczownicowate
kopułeczek	wodnichowate
kopułek	wodnichowate
pępnica	wodnichowate
wilgotnica	wodnichowate
wilgotnica czapeczkowata	wodnichowate
wodnicha	wodnichowate
wilgotnica papuzia	wodnichowate
cymbalaria	babkowate
kiksja	babkowate
rzęśl	babkowate
przęstka	babkowate
żółwik	babkowate
erynus	babkowate
kulnik	babkowate
limnofila	trędownikowate
limnofila	babkowate
proterozuch	proterozuchidy
tasmaniozaur	archozaury|gady naczelne
wiktoria	grzybieniowate
namulnik	trędownikowate
walconóg|łódkonóg	walconogi|łódkonogi
lamelidoris	tyłoskrzelne|tyłoskrzelce|nagoskrzelne
wypławczak garbaty|limaponcja	tyłoskrzelne|tyłoskrzelce|nagoskrzelne
alderia	tyłoskrzelne|tyłoskrzelce|nagoskrzelne
embletonia blada	tyłoskrzelne|tyłoskrzelce|nagoskrzelne
niebieski smok	tyłoskrzelne|tyłoskrzelce|nagoskrzelne
przytulik Wautiera	zatoczkowate
echinodon	heterodontozaury
geranozaur	heterodontozaury
lanazaur	heterodontozaury
likorin|likoryn	heterodontozaury
czialingozaur	stegozaury
czungkingozaur	stegozaury
dacentrur	stegozaury
gigantspinozaur	stegozaury
huajangozaur	huajangozaury
kentrozaur	stegozaury
kraterozaur	stegozaury
leksowizaur	stegozaury
lorikatozaur	stegozaury
stegozaur	stegozaury
tuodziengozaur	stegozaury
wuerhozaur	stegozaury
regnozaur	huajangozaury
parantodon	stegozaury
monkonozaur	stegozaury
hesperozaur	stegozaury
emauzaur	stegozaury
bienozaur	scelidozaury
luzytanozaur|lusitanozaur	scelidozaury
scelidozaur	scelidozaury
skutellozaur	scelidozaury
tatizaur	scelidozaury
ankylozaur|dinozaur pancerny	ankylozaury
dyoplozaur	ankylozaury
euoplocefal	ankylozaury
minotaurazaur	ankylozaury
nodocefalozaur	ankylozaury
pinakozaur	ankylozaury
sajchania	ankylozaury
talarur	ankylozaury
aletopelta	ankylozaury
bissektipelta	ankylozaury
gobizaur	ankylozaury
szamozaur	ankylozaury
zauroplit	ankylozaury
akantofolis	nodozaury
animantarks	nodozaury
anoplozaur	nodozaury
edmontonia	nodozaury
hungarozaur	nodozaury
nodozaur	nodozaury
paleoscynk	nodozaury
panoplozaur	nodozaury
prikonodon	nodozaury
priodontognat	nodozaury
strutiozaur	nodozaury
sylwizaur	nodozaury
zauropelta	nodozaury
teksaset	nodozaury
sarkolest	nodozaury
pawpawzaur	nodozaury
niobrarazaur	nodozaury
tienczizaur	ankylozaury
polakant	ankylozaury
minmi	ankylozaury
malejew	ankylozaury
liaoningozaur	ankylozaury
hoplitozaur	ankylozaury
hileozaur	ankylozaury
mymurapelta	ankylozaury
kryptozaur	ankylozaury
glyptodontopelta	ankylozaury
antarktopelta	ankylozaury
cedarpelta	ankylozaury
drakopelta	ankylozaury
gargojleozaur	ankylozaury
gastonia	ankylozaury
brachypodozaur	ankylozaury
zawójka	przodoskrzelne|skrętonerwne
żyworodka|żyworódka	żyworodkowate
zagrzebka	przodoskrzelne|skrętonerwne
białek malutki	przodoskrzelne|skrętonerwne
białek wysmukły	przodoskrzelne|skrętonerwne
przyczepka	przyczepkowate
desmatozuch	aetozaury
stagonolepis	aetozaury
erytrozuch	erytrozuchy
garjainia	erytrozuchy
euparkeria	archozauromorfy
osmolskina	archozauromorfy
teratozaur	rauizuchidy
szuwozaur	rauizuchy
popozaur	rauizuchy
arizonazaur	rauizuchy
ślinik	ślinikowate|śliniki
boettgerilla blada|bladawiec kaukaski	boettgerillowate
zaroślarka pospolita	zaroślarkowate
wałkówka	wałkówkowate
bezoczka podziemna	bezoczkowate
szklarka szklarniowa	brzuchozębne
szklarka obłystek	brzuchozębne
ślimak zaroślowy	ślimakowate
wstężyk	ślimakowate
ślimak nadobny	ślimakowate
ślimak żółtawy|winniczek białawy	ślimakowate
bluszczyk	jasnotowate|wargowe
zaurozuch	rauizuchy
prestozuch	rauizuchy
spondylosoma	rauizuchy
effigia	rauizuchy
rutiodon	fitozaury
smilozuch	fitozaury
czyścica	jasnotowate|wargowe
redondazaur	fitozaury
czyściec	jasnotowate|wargowe
belodon	fitozaury
krążałek gładki	trzonkooczne
